title,year,conference
 Improving generalization and robustness withnoisy collaboration in knowledge distillation,2019, arXiv preprint arXiv:1910
 Label refinery:Improving imagenet classification through label progression,2018, arXiv preprint arXiv:1805
 State-of-the-artspeech recognition with sequence-to-sequence models,2018, In 2018 IEEE International Conference onAcoustics
 Towards better decoding and language model integration insequence to sequence models,2017, Proc
 Imagenet: A large-scalehierarchical image database,2009, In 2009 IEEE conference on computer vision and pattern recognition
 Bag of tricks forimage classification with convolutional neural networks,2019, In Proceedings of the IEEE Conferenceon Computer Vision and Pattern Recognition
 Distilling the knowledge in a neural network,2015, arXivpreprint arXiv:1503
 Densely connectedconvolutional networks,2017, In Proceedings of the IEEE conference on computer vision and patternrecognition
 Supervised contrastive learning,2020, arXiv preprintarXiv:2004
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Reactnet: Towards precisebinary neural network with generalized activation functions,2020, arXiv preprint arXiv:2003
 Large-scalelong-tailed recognition in an open world,2019, In Proceedings of the IEEE Conference on ComputerVision and Pattern Recognition
 Training binary neural net-works with real-to-binary convolutions,2020, In International Conference on Learning Representations
 Building a multi-domain neural machine translationmodel using knowledge distillation,2020, arXiv preprint arXiv:2004
 Xnor-net: Imagenetclassification using binary convolutional neural networks,2016, In European conference on computervision
 Mo-bilenetv2: Inverted residuals and linear bottlenecks,2018, In Proceedings of the IEEE conference oncomputer vision and pattern recognition
 Meal: Multi-model ensemble via adversariallearning,2020, In Proceedings of the AAAI Conference on Artificial Intelligence
 Rethinkingthe inception architecture for computer vision,2016, In Proceedings of the IEEE conference on computervision and pattern recognition
 Multilingual neural machine translation withknowledge distillation,2019, In International Conference on Learning Representations
 Under-standing and improving knowledge distillation,2020, arXiv preprint arXiv:2002
 Fixing the train-test resolutiondiscrepancy,2019, In Advances in Neural Information Processing Systems (NeurIPS)
 The inaturalist species classification and detection dataset,2018, InProceedings of the IEEE conference on computer vision and pattern recognition
 Attention is all you need,2017, In Advances in neural informationprocessing systems
 Self-training with noisy studentimproves imagenet classification,2019, arXiv preprint arXiv:1911
 Aggregated residualtransformations for deep neural networks,2019, In Proceedings of the IEEE conference on computervision and pattern recognition
 Wide residual netWorks,2016, arXiv preprint arXiv:1605
 Places: A 10million image database for scene recognition,2020, IEEE Transactions on Pattern Analysis and MachineIntelligence
