title,year,conference
 Proximal distilled evolutionary reinforcement learning,2020, In Proceedingsof the Conference on Artificial Intelligence (AAAI’20)
 Learning navigation behaviors end-to-end withautorl,2019, IEEE Robotics and Automation Letters
 Hyperparameter optimization,2019, In F Hutter
 Neuroevolution: from architectures to learning,2008, Evolutionaryintelligence
 How to discount deep reinforcement learning:Towards new dynamic strategies,2015, In NIPS 2015 Workshop on Deep Reinforcement Learning
 Dis-tributed prioritized experience replay,2018, In Proceedings of the International Conference on LearningRepresentations (ICLR’18)
 Reproducibility of benchmarked deepreinforcement learning tasks for continuous control,2017, arXiv:1708
 Population based training of neuralnetworks,2017, arXiv:1711
 Evolution-guided policy gradient in reinforcement learning,2018, In S
 Collaborativeevolutionary reinforcement learning,2019, In K
 Adam: A method for stochastic optimization,2015, In 3rd International Conferenceon Learning Representations
 Benchmarking reinforcementlearning algorithms on real-world robots,2018, In Proceedings of the 2nd Annual Conference on RobotLearning (CoRL)
 Evolving deep neural networks,2019, In Artificial Intelligence in the Ageof Neural Networks and Brain Computing
 Human-level control through deep reinforce-ment learning,2015, Nature
 Provably efficient online hyperparameteroptimization with population-based bandits,2020, Advances in Neural Information Processing Systems
 A lamarckian evolution strategy for genetic algorithms,1999, Practical handbook of geneticalgorithms: Complex coding systems
 Learning to design RNA,2019, In Proceedings of theInternational Conference on Learning Representations (ICLR’19)
 Prioritized experience replay,2016, In Proceedings ofthe International Conference on Learning Representations (ICLR’16)
 Off-policy actor-critic with shared experiencereplay,2019, arXiv preprint arXiv:1909
 Practical Bayesian optimization of machine learningalgorithms,2012, In P
 Designing neural networks throughneuroevolution,2019, Nature Machine Intelligence
 Deep neuroevolution:Genetic algorithms are a competitive alternative for training deep neural networks for reinforcementlearning,2017, arXiv:1712
 Network morphism,2016, In M
 A self-tuning actor-critic algorithm,2020, Advances in Neural InformationProcessing Systems
 Evolving optimal neural networks using genetic algorithms withoccam’s razor,1993, ComPlex systems
 Neural architecture search with reinforcement learning,2016, In InternationalConference on Learning RePresentations
