title,year,conference
 Social lstm: Human trajectory prediction in crowded spaces,2016, In Proceedings of theIEEE conference on computer vision and pattern recognition
 Point convolutional neural networks by exten-sion operators,2018, ACM Transactions on Graphics (TOG)
 Equivariant neural networks and equivarification,2019, arXiv preprintarXiv:1906
 An equivariant Bayesian convolutional network predicts re-combination hotspots and accurately resolves binding motifs,2019, Bioinformatics
 Argoverse: 3d tracking andforecasting with rich maps,2019, In Proceedings of the IEEE Conference on Computer Vision andPattern Recognition
 Rotation equivariance and invariance in convolu-tional neural networks,2018, arXiv preprint arXiv:1805
 Group equivariant convolutional networks,2016, In Internationalconference on machine learning (ICML)
 Steerable CNNs,2016, arXiv preprint arXiv:1612
 A general theory of equivariant CNNs on homo-geneous spaces,2019, In Advances in Neural Information Processing Systems
 Gauge equivariant convo-lutional networks and the icosahedral CNN,2019, In Proceedings of the 36th International Conferenceon Machine Learning (ICML)
 Exploiting cyclic symmetry in convo-lutional neural networks,2016, In International Conference on Machine Learning (ICML)
 Short-term motion prediction of traffic actors for autonomous drivingusing deep convolutional networks,2018, arXiv preprint arXiv:1808
 Polar transformernetworks,2018, In International Conference on Learning Representations (ICLR)
 Generalizing convolu-tional neural networks for equivariance to Lie groups on arbitrary continuous data,2020, arXiv preprintarXiv:2002
 Montecarlo convolution for learning on non-uniformly sampled point clouds,2018, ACM Transactions onGraphics (TOG)
 Long short-term memory,1997, Neural computation
 Pointwise convolUtional neUral networks,2018, InProceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 Equivariant flow-based samplingfor lattice gauge theory,2020, arXiv preprint arXiv:2003
 Enhanced intelligent driver model to access theimpact of driving strategies on traffic capacity,2010, Philosophical Transactions of the Royal SocietyA: Mathematical
 Semi-supervised classification with graph convolutional net-works,2017, In International Conference on Learning Representations (ICLR)
 On the generalization of equivariance and convolution in neuralnetworks to the action of compact groups,2018, In Proceedings of the 35th International Conferenceon Machine Learning (ICML)
 Human trajectory forecasting in crowds: A deeplearning perspective,2020, arXiv preprint arXiv:2007
 Understanding image representations by measuring their equiv-ariance and equivalence,2015, In Proceedings of the IEEE conference on computer vision and patternrecognition
 Pointcnn: Convolu-tion on x-transformed points,2018, In Advances in neural information processing systems
 Learninglane graph representations for motion forecasting,2020, arXiv preprint arXiv:2007
 Trajnet:Towards a benchmark for human trajectory prediction,2018, arXiv preprint
 Learning to simulate complex physics with graph networks,2020, arXiv preprintarXiv:2002
 Applying deep learning to basketball trajectories,2016, arXiv preprintarXiv:1608
 Splatnet: Sparse lattice networks for point cloud processing,2018, In Proceedings ofthe IEEE Conference on Computer Vision and Pattern Recognition
 Tensor field networks: Rotation-and translation-equivariant neural networks for 3d pointclouds,2018, arXiv preprint arXiv:1802
 Lagrangian fluid simu-lation with continuous convolutions,2019, In International Conference on Learning Representations
 Deep learning for intelligent transportation systems: A surveyof emerging trends,2019, IEEE Transactions on Intelligent transportation systems
 Incorporating symmetry into deep dynamics models forimproved generalization,2020, arXiv preprint arXiv:2002
 Deep para-metric continuous convolutional neural networks,2018, In Proceedings of the IEEE Conference onComputer Vision and Pattern Recognition
 Learning steerable filters for rotationequivariant CNNs,2018, Computer Vision and Pattern Recognition (CVPR)
 Rotational rectification network:Enabling pedestrian detection for mobile vision,2018, In 2018 IEEE Winter Conference on Applicationsof Computer Vision (WACV)
 Harmonicnetworks: Deep translation and rotation equivariance,2017, In Proceedings of the IEEE Conference onComputer Vision and Pattern Recognition
 Spidercnn: Deep learning on pointsets with parameterized convolutional filters,2018, In Proceedings of the European Conference onComputer Vision (ECCV)
