title,year,conference
 Fine-grained Anal-ysis of Sentence Embeddings Using Auxiliary Prediction Tasks,2017, In International Conference onLearning Representations (ICLR)
 Obfuscated gradients give a false sense of se-curity: Circumventing defenses to adversarial examples,2018, In International Conference on MachineLearning
 Language models are few-shotlearners,2020, In H
 Using the framework,1996, Technical report
 A challenge set and methods fornoun-verb ambiguity,2018, In Proceedings of the 2018 Conference on Empirical Methods in NaturalLanguage Processing
 Pytorch lightning,2019, GitHub
 Assessing bert’s syntactic abilities,2019, arXiv preprint arXiv:1901
 A structural probe for finding syntax in word representa-tions,2019, In Proceedings of the 2019 Conference of the North American Chapter of the Associationfor Computational Linguistics: Human Language Technologies
 On the natural history of negative polarity items,2008, Linguistic Analysis
 On therobustness of self-attentive models,2019, In Proceedings of the 57th Annual Meeting of the Associationfor Computational Linguistics
 A Challenge Set Approach to Evaluating MachineTranslation,2017, In Proceedings of the 2017 Conference on Empirical Methods in Natural LanguageProcessing
 Adversarial examples for evaluating reading comprehension systems,2017, InProceedings of the 2017 Conference on Empirical Methods in Natural Language Processing
 Assessing the Ability of LSTMs to LearnSyntax-Sensitive Dependencies,2016, Transactions of the Association for Computational Linguistics
 Inoculation by fine-tuning: A method for analyz-ing challenge datasets,2019, In Proceedings of the 2019 Conference of the North American Chapter ofthe Association for Computational Linguistics: Human Language Technologies
 Roberta: A robustly optimized bert pretrainingapproach,2019, arXiv preprint arXiv:1907
 Gender bias inneural natural language processing,2020, In Logic
 Targeted syntactic evaluation of language models,1151, In Proceedingsof the 2018 Conference on Empirical Methods in Natural Language Processing
 Syntactic data aug-mentation increases robustness to inference heuristics,2020, In Proceedings of the 58th Annual Meetingof the Association for Computational Linguistics
 Glove: Global vectors for wordrepresentation,2014, In Proceedings of the 2014 conference on empirical methods in natural languageprocessing (EMNLP)
 Collecting diverse natural language inference problemsfor sentence representation evaluation,2018, In Proceedings of the 2018 Conference on EmpiricalMethods in Natural Language Processing
 Languagemodels are unsupervised multitask learners,2019, OpenAI Blog
 Semantically equivalent adversarial rulesfor debugging nlp models,2018, In Proceedings of the 56th Annual Meeting of the Association forComputational Linguistics (Volume 1: Long Papers)
 Modeling by shortest data description,1978, Automatica
 Diagnostic Classifiers: Revealing howNeural Networks Process Hierarchical Structure,2016, In CEUR Workshop Proceedings
 Information-theoretic probing with minimum description length,2020, InProceedings of the 2020 Conference on Empirical Methods in Natural Language Processing(EMNLP)
 Grammatical analysis of pretrained sentence encoders withacceptability judgments,2019, arXiv preprint arXiv:1901
 BLiMP: The benchmark of linguistic minimal pairs for English,2020, Transactionsof the Association for Computational Linguistics
 Transformers: State-of-the-artnatural language processing,2020, In Proceedings of the 2020 Conference on Empirical Methods inNatural Language Processing: System Demonstrations
 Understandingdeep learning requires rethinking generalization,2016, CoRR
 Counterfactual data aug-mentation for mitigating gender stereotypes in languages with rich morphology,2019, In Proceedings ofthe 57th Annual Meeting of the Association for Computational Linguistics
