title,year,conference
 Aug-mented CycleGAN: Learning many-to-many mappings from unpaired data,2018, In Jennifer Dy andAndreas Krause (eds
 A theory of learning from different domains,2010, Machine Learning
 Estimating the success of unsupervised image toimage translation,2018, In Vittorio Ferrari
 Unsupervised pixel-level domainadaptation with generative adversarial networks,2017, In 2017 IEEE Conference on Computer Visionand Pattern Recognition (CVPR)
 Deep clustering for unsuper-vised learning of visual features,2018, In European Conference on Computer Vision
 Semi-supervised classification by low density separation,2005, In ArtificialIntelligence and Statistics
 A simple framework forcontrastive learning of visual representations,2020, ArXiv
 Improved baselines with momentumcontrastive learning,2020, arXiv preprint arXiv:2003
 Stargan:Unified generative adversarial networks for multi-domain image-to-image translation,2017, CoRR
 Stargan v2: Diverse image synthesis formultiple domains,2019, CoRR
 ImageNet: A Large-Scale HierarchicalImage Database,2009, In CVPR09
 The role of minimal complexity functions in unsuper-vised learning of semantic mappings,2018, In International Conference on Learning Representations
 Discriminative clustering by regularized informa-tion maximization,2010, In Neural Information Processing Systems
 Image-to-image translation for cross-domain disentanglement,1287, In S
 Array programmingwith NumPy,2020, Nature
 Learning deep representations by mutual information estimationand maximization,2019, In ICLR 2019
 Cycada: Cycle-consistent adversarial domain adaptation,2018, In Jennifer G
 Learningdiscrete representations via information maximizing self-augmented training,2017, In InternationalConference on Machine Learning
 Arbitrary style transfer in real-time with adaptive instance normal-ization,2017, In The IEEE International Conference on Computer Vision (ICCV)
 Multimodal unsupervised image-to-image translation,2018, In ECCV
 Image-to-image translation with con-ditional adversarial networks,2016, 2017 IEEE Conference on Computer Vision and Pattern Recognition(CVPR)
 Learning to discovercross-domain relations with generative adversarial networks,2017, In Doina Precup and Yee WhyeTeh (eds
 Very deep convolutional neural network based image classification using smalltraining sample size,2015, In 2015 3rd IAPR Asian Conference on Pattern Recognition (ACPR)
 Least squares quantization in pcm,2006, IEEE Trans
 Exemplar guidedunsupervised image-to-image translation with semantic consistency,2019, In International Conferenceon Learning Representations
 Virtual mixup training forunsupervised domain adaptation,2019, arXiv preprint arXiv:1905
 Conditional generative adversarial nets,2014, arXiv preprintarXiv:1411
 Virtual adversarial training: aregularization method for supervised and semi-supervised learning,2018, IEEE transactions on patternanalysis and machine intelligence
 Instagan: Instance-aware image-to-image translation,2019, InInternational Conference on Learning Representations
 Semantics-aware image to image translation anddomain transfer,2019, CoRR
 A DIRT-t approach to unsupervised domainadaptation,2018, In International Conference on Learning Representations
 Unsupervised cross-domain image generation,2017, In 5thInternational Conference on Learning Representations
 Representation learning with contrastive predictivecoding,2018, CoRR
 Representation learning with contrastive predictivecoding,2018, CoRR
 Unsupervised deep embedding for clustering analysis,2016, InProceedings of The 33rd International Conference on Machine Learning
 Diversity-sensitive conditional generative adversarial networks,2019, In International Conference on LearningRepresentations
 Unpaired image-to-image translationusing cycle-consistent adversarial networks,2017, 2017 IEEE International Conference on ComputerVision (ICCV)
 Toward multimodal image-to-image translation,2017, In Advances in Neural InformationProcessing Systems
 Assume that fk is a moving average of fq ,2018, MoCo principallyminimizes the following contrastive loss
