title,year,conference
 Low data drug discoverywith one-shot learning,2017, ACS central science
 Learning to learn by gradient descent by gradient descent,2016, In Advances inNeural Information Processing Systems
 Gradient-based optimization of hyperparameters,2000, Neural computation
 Learningfeed-forward one-shot learners,2016, In Advances in Neural Information Processing Systems
 Less may never mean more,1978, Recent advances in the psychology of language
 Acquiring a single new word,1978, 1978
 Multitask learning,1998, In Learning to learn
 Best practicesfor fine-tuning visual classifiers to new domains,2016, In European Conference on Computer Visionworkshops
 One-shot learning of object categories,2006, IEEE Transactionson Pattern Analysis and Machine Intelligence
 Meta-learning and universality: Deep representations and gradientdescent can approximate any learning algorithm,2018, 2018
 Model-agnostic meta-learning for fast adaptation ofdeep networks,2017, In International Conference on Machine Learning
 Few-shot learning with graph neural networks,2018, In InternationalConference on Learning Representations
 Dynamic few-shot visual learning without forgetting,2018, In IEEEConference on Computer Vision and Pattern Recognition
 Geodesic flow kernel for unsuperviseddomain adaptation,2012, In IEEE Conference on Computer Vision and Pattern Recognition
 Low-shot visual recognition by shrinking and hallucinatingfeatures,2017, In IEEE International Conference on Computer Vision
 Training deep networks with structuredlayers by matrix backpropagation,2015, arXiv preprint arXiv:1509
 Learning to remember rare events,2017, InInternational Conference on Learning Representations
 Adam: A method for stochastic optimization,2015, 2015
 Siamese neUral networks for one-shotimage recognition,2015, In International Conference on Machine Learning workshops
 Learning mUltiple layers of featUres from tiny images,2009, 2009
 HUman-level concept learningthroUgh probabilistic program indUction,2015, Science
 Gradient-based hyperparameter optimizationthrough reversible learning,2015, In International Conference on Machine Learning
 Catastrophic interference in connectionist networks: Thesequential learning problem,1989, In Psychology of learning and motivation
 Learning from one example through shareddensities on transforms,2000, In IEEE Conference on Computer Vision and Pattern Recognition
 A simple neural attentive meta-learner,2018, In International Conference on Learning Representations
 The need for biases in learning generalizations,1980, Department of Computer Science
 Machine learning,1997, 1997
 Meta networks,2017, In International Conference on MachineLearning
 Machine Learning: A Probabilistic Perspective,2012, The MIT Press
 Meta-neural networks that learn by learning,1992, In Neural Networks
 Wavenet: A generative model for rawaudio,2016, arXiv preprint arXiv:1609
 The matrix cookbook,2008, Technical Universityof Denmark
 Few-shot image recognition by predictingparameters from activations,2018, In IEEE Conference on Computer Vision and Pattern Recognition
 Optimization as a model for few-shot learning,2017, In InternationalConference on Learning Representations
 Learning multiple visual domains withresidual adapters,2017, In Advances in Neural Information Processing Systems
 An overview of multi-task learning in deep neural networks,2017, arXiv preprintarXiv:1706
 Imagenet large scale visual recognitionchallenge,2015, 2015
 Meta-learning with memory-augmented neural networks,2016, In International Conference on MachineLearning
 A neural network that embeds its own meta-levels,1993, In Neural Networks
 Prototypical networks for few-shot learning,2017, InAdvances in Neural Information Processing Systems
 Lifelong learning algorithms,1998, In Learning to learn
 Shift of bias for inductive concept learning,1986, Machine learning: An artificial intelligenceapproach
 End-to-endrepresentation learning for correlation filter based tracking,2017, In IEEE Conference on ComputerVision and Pattern Recognition
 A perspective view and survey of meta-learning,2002, ArtificialIntelligence Review
 Matching networks for one shotlearning,2016, In Advances in Neural Information Processing Systems
 Group normalization,2018, CoRR
 Meta-learning with backpropagation,2001, InNeural Networks
