title,year,conference
 New hierarchical clustering algorithm for protein sequences based on hellingerdistance,2016, APPIMath
 Neural headline generation with minimum risktraining,2016, arXiv:1604
 Neural machine translation by jointlylearning to align and translate,2015, In ICLR
 An actor-critic algorithm for sequence prediction,2017, In ICLR
 Discovering topicstructures of a temporally evolving document corpus,2015, arXiv:1512
 A systematic comparison of smoothing techniques for sentence-level bleu,2014, In ACL
 On the propertiesof neural machine translation: Encoder-decoder approaches,2014, Syntax
 Abstractive sentence summarization withattentive recurrent neural networks,2016, In NAACL
 ConvolutionalSequence to Sequence Learning,2017, arXiv:1705
 Softmax-margin training for structured log-linear models,2010, 2010
 Long short-term memory,1997, Neural computation
 Training linear svms in linear time,2006, In KDD
 Cutting-plane training of structuralsvms,2009, Machine Learning
 Recurrent continuous translation models,2013, In EMNLP
 Adam: A method for stochastic optimization,2015, In ICLR
 Actor-critic algorithms,2000, In NIPS
 Neuralsequence model training via α-divergence minimization,2017, In ICML Workshop
 Bandit structured prediction for neural sequence-to-sequence learning,2017, In ACL
 First-and second-order expectation semirings with applications tominimum-risk training on translation forests,2009, In EMNLP
 Rouge: A package for automatic evaluation of summaries,2004, In ACL Workshop
 Effective approaches to attention-basedneural machine translation,2015, In EMNLP
 Minimum error rate training in statistical machine translation,2003, In ACL
 Bleu: a method for automaticevaluation of machine translation,2002, In ACL
 On the difficulty of training recurrent neuralnetworks,2013, In ICML
 Sequence level train-ing with recurrent neural networks,2016, In ICLR
 A reduction of imitation learning and struc-tured prediction to no-regret online learning,2011, In AISTATS
 A neural attention model for abstractivesentence summarization,2015, In EMNLP
 Minimumrisk training for neural machine translation,2016, In ACL
 Minimum risk annealing for training log-linear models,2006, In ACL
 Stochastic structured predictionunder bandit feedback,2016, In NIPS
 Policy gradientmethods for reinforcement learning with function approximation,2000, In NIPS
 Support vectormachine learning for interdependent and structured output spaces,2004, In ICML
 Simple statistical gradient-following algorithms for connectionist reinforcementlearning,1992, Machine learning
 Sequence-to-sequence learning as beam-search optimiza-tion,2016, In EMNLP
