title,year,conference
 Deep Voice: Real-time neural text-to-speech,2017, In ICML
 DeepVoice 2: Multi-speaker neural text-to-speech,2017, In NIPS
 Neural machine translation by jointly learning to align andtranslate,2015, In ICLR
 Model compression,2006, In ACM SIGKDD
 A recurrent latent variablemodel for sequential data,2015, In NIPS
 NICE: Non-linear independent components estimation,2014, arXivpreprint arXiv:1410
 Density estimation using Real NVP,2017, In ICLR
 Distilling the knoWledge in a neural netWork,2015, arXiv preprintarXiv:1503
 Fast decoding insequence models using discrete latent variables,2018, arXiv preprint arXiv:1803
 Sequence-level knowledge distillation,2016, In EMNLP
 Adam: A method for stochastic optimization,2015, In ICLR
 Auto-encoding variational Bayes,2014, In ICLR
 Improvingvariational inference with inverse autoregressive flow,2016, In NIPS
 Deterministic non-autoregressive neural sequence modeling byiterative refinement,2018, arXiv preprint arXiv:1802
 Sam-pleRNN: An unconditional end-to-end neural audio generation model,2017, In ICLR
 WORLD: a vocoder-based high-quality speech synthesissystem for real-time applications,2016, IEICE Transactions on Information and Systems
 Deconvolution and checkerboard artifacts,2016, Distill
 On the difficulty of training recurrent neural networks,2013, InICML
 DeepVoice 3: Scaling text-to-speech with convolutional sequence learning,2018, In ICLR
 Variational inference with normalizing flows,2015, In ICML
 Theory and experiments on vector quantizedautoencoders,2018, arXiv preprint arXiv:1805
 PixelCNN++: Improving the PixelCNN withdiscretized logistic mixture likelihood and other modifications,2017, In ICLR
 Natural TTS synthesis by conditioning WaveNet on mel spectrogram predictions,2018, InICASSP
 Char2wav:End-to-end speech synthesis,2017, ICLR workshop
 VoiceLoop: Voice fitting and synthesis via aphonological loop,2018, In ICLR
 Text-to-Speech Synthesis,2009, Cambridge University Press
 WaveNet: A generative model for raw audio,2016, arXiv preprintarXiv:1609
 Conditional imagegeneration with PixelCNN decoders,2016, In NIPS
 Tacotron: Towards end-to-endspeech synthesis,2017, In Interspeech
 Wasserstein GAN andwaveform loss-based acoustic model training for multi-speaker text-to-speech synthesis systemsusing a WaveNet vocoder,2018, IEEE Access
