title,year,conference
 Towards principled methods for training generative adversarialnetworks,2017, arXiv preprint arXiv:1701
 Wasserstein gan,2017, arXiv preprintarXiv:1701
 Maximum-likelihood augmented discrete generative adversarial networks,2017, arXiv preprintarXiv:1702
 Adversarial text generation via feature-mover’s distance,2018, In NIPS
 Microsoft coco captions: Data collection and evaluation server,2015, arXivpreprint arXiv:1504
 Generative multi-adversarial networks,2016, arXivpreprint arXiv:1611
 Neural machine translation with gumbel-greedydecoding,2017, arXiv preprint arXiv:1706
 Long text generation viaadversarial training with leaked information,2017, arXiv preprint arXiv:1709
 Long short-term memory,1997, Neural computation
 Categorical reparameterization with gumbel-softmax,2016, arXivpreprint arXiv:1611
 The relativistic discriminator: a key element missing from standardgan,2018, arXiv preprint arXiv:1807
 Convolutional neural networks for sentence classification,2014, arXiv preprintarXiv:1408
 Adam: A method for stochastic oPtimization,2014, arXiv preprintarXiv:1412
 Gans for sequences of discrete elements withthe gumbel-softmax distribution,2016, arXiv preprint arXiv:1611
 Adversarial ranking forlanguage generation,2017, In Advances in Neural Information Processing Systems
 The concrete distribution: A continuousrelaxation of discrete random variables,2016, arXiv preprint arXiv:1611
 f-gan: Training generative neural sam-Plers using variational divergence minimization,2016, In Advances in Neural Information ProcessingSystems
 Bleu: a method for automaticevaluation of machine translation,2002, In Proceedings of the 40th annual meeting on association forcomputational linguistics
 On accurate evaluation of gans for lan-guage generation,2018, arXiv preprint arXiv:1806
 A note on the evaluation of generativemodels,2015, arXiv preprint arXiv:1511
 SimPle statistical gradient-following algorithms for connectionist reinforcementlearning,1992, Machine learning
 Seqgan: Sequence generative adversarial netswith Policy gradient,2017, In AAAI
 Self-attention generativeadversarial networks,2018, arXiv preprint arXiv:1805
 Ad-versarial feature matching for text generation,2017, In International Conference on Machine Learning
 Adversarially regularizedautoencoders,2018, In International Conference on Machine Learning
 Texygen:A benchmarking platform for text generation models,2018, arXiv preprint arXiv:1802
