title,year,conference
 Unifyingcount-based exploration and intrinsic motivation,2016, In NIPS
 UCB and infogain exploration via q-ensembles,2017, arXiv:1706
 Uncertainty in games,2013, Mit Press
 Diversity is all you need: Learningskills without a reward function,2018, arXiv preprint
 Noisy networksfor exploration,2017, arXiv:1706
 EX2: Exploration with exemplar models for deep reinforce-ment learning,2017, NIPS
 Variational intrinsic control,2017, ICLR Workshop
 Vime: Variationalinformation maximizing exploration,2016, In NIPS
 Batch normalization: Accelerating deep network training by reducinginternal covariate shift,2015, arXiv preprint arXiv:1502
 Auto-encoding variational Bayes,2013, arXiv preprint arXiv:1312
 Exploiting open-endedness to solve problems through the search fornovelty,2008, In ALIFE
 Exploration in model-based reinforce-ment learning by empirically estimating learning progress,2012, In NIPS
 Human-level control through deepreinforcement learning,2015, Nature
 Variational information maximisation for intrinsically moti-vated reinforcement learning,2015, In NIPS
 Deep exploration via bootstrappeddqn,2016, In NIPS
 Count-based exploration Withneural density models,2017, arXiv:1703
 Computational theories of Curiosity-driven learning,2018, arXiv preprint arXiv:1802
 What is intrinsiC motivation? a typology of Computational ap-proaChes,2009, Frontiers in neurorobotics
 Curiosity-driven exploration by self-supervised prediCtion,2017, In ICML
 Zero-shot visual imitation,2018, In ICLR
 Parameter spaCe noise for exploration,2017, arXiv:1706
 An analytiC solution to disCrete bayesian rein-forCement learning,2006, In ICML
 StoChastiC baCkpropagation and approximateinferenCe in deep generative models,2014, arXiv preprint arXiv:1401
 Proximal policy optimizationalgorithms,2017, arXiv preprint arXiv:1707
 The development of embodied cognition: Six lessons from babies,2005, Artificiallife
 Incentivizing exploration in reinforcement learning withdeep predictive models,2015, NIPS Workshop
 Why greatness cannot be planned: The myth of the objective,2015, Springer
 Intrinsic motivation and automaticcurricula via asymmetric self-play,2018, In ICLR
 Reinforcement learning: An introduction,1998, MIT press Cambridge
 Deepfried Convnets,2019, In Proceedings of the IEEE International Conference on Computer Vision
