title,year,conference
 The loss surfaces of multilayernetworks,2015, In AISTATS
 Matrix completion has no spurious local minimum,2016, In Advances inNeural Information Processing Systems
 Escaping from saddle points—online stochasticgradient for tensor decomposition,2015, arXiv:1503
 No spurious local minima in nonconvex low rank problems: Aunified geometric analysis,2017, arXiv preprint arXiv:1704
 Reliably learning the relu in polynomialtime,2016, arXiv preprint arXiv:1611
 Identity matters in deep learning,2016, arXiv preprint arXiv:1611
 Beyond convexity: Stochastic quasi-convexoptimization,2015, In Advances in Neural Information Processing Systems
 Beating the perils of non-convexity:Guaranteed training of neural networks using tensor methods,2015, arXiv preprint arXiv:1506
 Efficient learning of generalizedlinear and single index models with isotonic regression,2011, In Advances in Neural InformationProcessing Systems
 Deep learning without poor local minima,2016, In Advances In Neural InformationProcessing Systems
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Gradient descent convergesto minimizers,2016, University of California
 Local minima and back propagation,1991, InNeural Networks
 Learning relus via gradient descent,2017, arXiv preprint arXiv:1705
 No bad local minima: Data independent training error guarantees formultilayer neural networks,2016, arXiv preprint arXiv:1605
 A geometric analysis of phase retrieval,2016, arXiv preprint arXiv:1602
 An analytical formula of population gradient for two-layered relu network and itsapplications in convergence and critical point analysis,2017, International Conference on MachineLearning (ICML)
 Diversity leads to generalization in neural networks,2016, arXivpreprint arXiv:1611
 Understanding deep learning requiresrethinking generalization,2016, arXiv preprint arXiv:1611
 l1-regularized neural networks are improperlylearnable in polynomial time,2016, In International Conference on Machine Learning
 On the learnability of fully-connected neural networks,2017, In Artificial Intelligence and Statistics
 Adapting from the proof of lemma D,2018,3
