title,year,conference
 WaSSerStein gan,2017, arXiv preprintarXiv:1701
 Analysis of past and present synthetic methodologies on medicinalchemistry: where have all the new reactions gone? J,2016, Med
 Chemoinformatics - an introduction for computer scientists,2009, ACM ComputingSurveys (CSUR)
 Learning phrase representations using RNN encoder-decoder for statisticalmachine translation,2014, arXiv preprint arXiv:1406
 A theoretically grounded application of dropout in recurrentneural networks,2016, In Advances in neural information processing systems
 Chembl: a large-scalebioactivity database for drug discovery,2011, Nucleic acids research
 A knowledge-based approach indesigning combinatorial or medicinal chemistry libraries for drug discovery,1999, 1
 Automatic chemical de-sign using a data-driven continuous representation of molecules,2016, arXiv preprint arXiv:1610
 Generating sequences with recurrent neural networks,2013, arXiv preprint arXiv:1308
 Long short-term memory,1997, Neural Computation
 Sequence tutor: Conservative fine-tuning of sequence generation models withkl-control,2017, In International Conference on Machine Learning
 Lead-and drug-like compounds: the rule-of-five revolution,2004, Drug DiscoveryToday: Technologies
 Asynchronous methods for deep reinforcementlearning,2016, In International Conference on Machine Learning
 Classification oforganic molecules by molecular quantum numbers,2009, ChemMedChem
 Unsupervised representation learning with deepconvolutional generative adversarial networks,2015, arXiv preprint arXiv:1511
 High-dimensionalcontinuous control using generalized advantage estimation,2015, arXiv preprint arXiv:1506
 Proximal policyoptimization algorithms,2017, arXiv preprint arXiv:1707
 Generating Fo-cussed Molecule Libraries for Drug Discovery with Recurrent Neural Networks,2017, arXiv preprintarXiv:1701
 Generative models for chemical structures,2010, J
 Simple statistical gradient-following algorithms for connectionist reinforcementlearning,1992, Machine learning
 Chemts: an efficientpython library for de novo molecular generation,2017, Science and Technology of Advanced Materials
 Seqgan: Sequence generative adversarial netswith policy gradient,2017, In AAAI
 Unpaired image-to-image translationusing cycle-consistent adversarial networks,2017, arXiv preprint arXiv:1703
