title,year,conference
 Model-Based Relative Entropy Stochastic Search,2015, In Advances in Neural InformationProcessing Systems 28
 Natural Gradient Works Efficiently in Learning,1998, Neural Computation
 Input Convex Neural Networks,2017, In Doina Precup andYee Whye Teh (eds
 OpenAI Gym,2016, CoRR
 Understanding the Difficulty of Training Deep FeedforwardNeural Networks,2010, In Yee Whye Teh and Mike Titterington (eds
 Deep Learning,2016, MIT Press
 Continuous Deep Q-Learningwith Model-based Acceleration,2016, In Proceedings of the 33nd International Conference on MachineLearning
 Reinforcement Learning withDeep Energy-Based Policies,2017, In Doina Precup and Yee Whye Teh (eds
 A Natural Policy Gradient,2001, In Advances in Neural Information Processing Systems14
 Adam: A Method for Stochastic Optimization,2014, CoRR
 Guided Policy Search,2013, In Proceedings of the 30th InternationalConference on Machine Learning
 Iterative Linear Quadratic Regulator Design for Nonlinear Bio-logical Movement Systems,2004, In Proceedings of the 1st International Conference on Informatics inControl
 Continuous Control with Deep Reinforcement Learning,2015, CoRR
 Human-Level Control Through Deep ReinforcementLearning,0028, Nature
 Asynchronous Methods for Deep ReinforcementLearning,2016, In Maria Florina Balcan and Kilian Q
 Safe and Efficient Off-Policy Reinforcement Learning,2016, In Advances in Neural Information Processing Systems 29
 Natural Actor-Critic,2008, NeurocomPuting
 Relative Entropy Policy Search,2010, In Proceedingsof the 24th AAAI Conference on Artificial Intelligence
 Trust RegionPolicy Optimization,2015, In Proceedings of the 32nd International Conference on Machine Learning
 Mastering the Gameof Go with Deep Neural Networks and Tree Search,2016, Nature
 Reinforcement Learning - an Introduction,1998, Adaptivecomputation and machine learning
 Policy Gradi-ent Methods for Reinforcement Learning with Function Approximation,1999, In Advances in NeuralInformation Processing Systems 12
 Simple Statistical Gradient-Following Algorithms for Connectionist Reinforce-ment Learning,1992, Machine Learning
 Scalable Trust-RegionMethod for Deep Reinforcement Learning using Kronecker-factored Approximation,2017, In I
 Modeling Interaction via the Principleof Maximum Causal Entropy,2010, In Proceedings of the 27th International Conference on MachineLearning
