title,year,conference
 Tensorflow: Large-scale MachineLearning on Heterogeneous Distributed Systems,2016, arXiv:1603
 Learning the number of neurons in deep networks,2016, InAdvances in Neural Information Processing Systems
 Adanet: Adaptivestructural learning of artificial neural networks,2016, arXiv preprint arXiv:1607
 ELLA: An efficient lifelong learning algorithm,2013, In Sanjoy Dasguptaand David Mcallester (eds
 Learning multiple layers of features from tiny images,2009, 2009
 ImageNet Classification with DeepConvolutional Neural Networks,2012, In NIPS
 Gradient-based Learning Applied to DocumentRecognition,1998, Proceedings of the IEEE
 Overcoming catastrophicforgetting by incremental moment matching,2017, arXiv preprint arXiv:1703
 Nonparametric neural networks,2017, In ICLR
 Progressive neural networks,2016, arXiv preprintarXiv:1606
 A lifelong learning perspective for mobile robot control,1995, In V
 Learning structured sparsity indeep neural networks,2016, In NIPS
 Error-driven incrementallearning in deep convolutional neural network for large-scale image classification,2014, In Proceedingsof the 22nd ACM international conference on Multimedia
 Online incremental feature learning with denoisingautoencoders,2012, In International Conference on Artificial Intelligence and Statistics
