title,year,conference
 Hindsight experience replay,2017, arXivpreprint arXiv:1707
 Goal-driven dy-namics learning via bayesian optimization,2017, arXiv preprint arXiv:1703
 A distributional perspective on reinforcementlearning,2017, arXiv preprint arXiv:1707
 Least-squares temporal difference learning,1999, In Proceedings of the 16th InternationalConference on Machine Learning
 Openai gym,2016, arXiv preprint arXiv:1606
 Multitask learning,1998, In Learning to learn
 Combining model-based and model-free updates for trajectory-centric reinforcementlearning,2017, arXiv preprint arXiv:1703
 Learning parameterized skills,2012, arXiv preprintarXiv:1206
 Learning to act by predicting the future,2016, arXiv preprintarXiv:1611
 Benchmarking deep reinforcementlearning for continuous control,2016, In Proceedings of the 33rd International Conference on MachineLearning (ICML)
 Structure in the space of value functions,2002, Machine Learning
 Continuous deep q-learningwith model-based acceleration,2016, In International Conference on Machine Learning
 Deep reinforcement learning forrobotic manipulation with asynchronous off-policy updates,2017, In Robotics and Automation (ICRA)
 Learn-ing Continuous Control Policies by Stochastic Value Gradients,2015, arXiv
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Reinforcement learning to adjustparametrized motor primitives to new situations,2012, Autonomous Robots
 Continuous control with deep reinforcement learning,2015, arXivpreprint arXiv:1509
 Discrete sequential prediction ofcontinuous actions for deep rl,2017, arXiv preprint arXiv:1705
 Prediction and control with temporal segmentmodels,2017, 2017
 Human-levelcontrol through deep reinforcement learning,2015, Nature
 Neural network dy-namics for model-based deep reinforcement learning with model-free fine-tuning,2017, arXiv preprintarXiv:1708
 Neural networks for self-learning control systems,1990, IEEEControl systems magazine
 Universal value function approxima-tors,2015, In Proceedings of the 32nd International Conference on Machine Learning
 Masteringthe game of go with deep neural networks and tree search,2016, Nature
 The predictron: End-to-end learning and planning,2017, International Conference on Machine Learning
 Improved learning of dynamics models for control,2016, In International Symposium onExperimental Robotics
 Learning deep control policies forautonomous aerial vehicles with mpc-guided policy search,2016, In Robotics and Automation (ICRA)
