title,year,conference
 Unitary evolution recurrent neural networks,2016, InInternational Conference on Machine Learning
 Learning long-term dependencies with gradient descent isdifficult,1045, Trans
 Empirical evaluation ofgated recurrent neural networks on sequence modeling,2014, arXiv preprint arXiv:1412
 Recurrentbatch normalization,2016, arXiv preprint arXiv:1603
 Recurrent nets that time and count,2000, In Neural Networks
 Learning to forget: Continual predictionwith lstm,1999, 1999
 Speech recognition with deep recur-rent neural networks,2013, In Acoustics
 Neural turing machines,2014, arXiv preprintarXiv:1410
 Recurrent orthogonal networks and long-memorytasks,2016, In International Conference on Machine Learning
 Untersuchungen zu dynamischen neuronalen Netzen,1991, Diploma thesis
 Long short-term memory,0899, Neural Comput
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 A simple way to initialize recurrent networksof rectified linear units,2015, arXiv preprint arXiv:1504
 Object recognition with gradient-based learning,1999, Shape
 Induction of multiscale temPoral structure,1992, In Advances in neural informationProcessing systems
 Understanding the exPloding gradient Prob-lem,2012, CoRR
 Exact solutions to the nonlinear dynam-ics of learning in deep linear neural networks,2013, arXiv PrePrint arXiv:1312
 Recurrenthighway networks,2016, arXiv PrePrint arXiv:1607
