title,year,conference
 Unitary evolution recurrent neural networks,2016, In InternationalConference on Machine Learning
 Layer normalization,2016, CoRR
 Strongly-typed recurrent neural networks,2016, arXiv preprintarXiv:1602
 Quasi-Recurrent Neural Networks,2016, arXiv preprintarXiv:1611
 Recurrent batch normalization,2016, CoRR
 Learning invariance from transformation sequences,1991, Neural Computation
 A theoretically grounded application of dropout in recurrent neuralnetworks,2016, In NIPS
 Connectionist learning procedures,1989, Artificial intelligence
 Tying Word Vectors and Word Classifiers: A Loss Frameworkfor Language Modeling,2016, arXiv preprint arXiv:1611
 Batch normalization: Accelerating deep network training by reducinginternal covariate shift,2015, In ICML
 Learning state representations with robotic priors,2015, Auton
 A nonmonotone learning rate strategy for sgd training of deep neuralnetworks,2015, In Acoustics
 Character-aware neural language models,2016, In ThirtiethAAAI Conference on Artificial Intelligence
 Adam: A method for stochastic optimization,2014, arXiv preprint arXiv:1412
 Zoneout: Regularizing RNNss by randomly preserving hiddenactivations,2016, arXiv preprint arXiv:1606
 Stochastic gradient descent as approximate bayesianinference,2017, arXiv preprint arXiv:1704
 On the State of the Art of Evaluation in Neural LanguageModels,2017, arXiv preprint arXiv:1707
 Pointer Sentinel Mixture Models,2016, arXiv preprintarXiv:1609
 Revisiting activation regularization for language rnns,2017, arXivpreprint arXiv:1708
 Context dependent recurrent neural network language model,2012, SLT
 Recurrent neural network basedlanguage model,2010, In INTERSPEECH
 Gradient descent converges to minimizers: The case of non-isolatedcritical points,2016, CoRR
 Using the output embedding to improve language models,2016, arXiv preprintarXiv:1608
 Recurrent dropout without memory loss,2016, In COLING
 On the importance of initialization and momentumin deep learning,2013, In International conference on machine learning
 Unbiasing truncated backpropagation through time,2017, arXiv preprintarXiv:1705
 The marginal value of adaptive gradientmethods in machine learning,2017, arXiv preprint arXiv:1705
 Full-capacity unitary recurrent neuralnetworks,2016, In Advances in Neural Information Processing Systems
 Recurrent neural network regularization,2014, arXiv preprintarXiv:1409
 Recurrent highway networks,2016, arXivpreprint arXiv:1607
 Neural architecture search with reinforcement learning,2016, arXiv preprintarXiv:1611
