title,year,conference
 Learning to learn by gradient descent by gradient descent,2016, In Neural Information ProcessingSystems (NIPS)
 On the optimization of a synaptic learningrule,1992, In Optimality in Artificial and Biological Neural Networks
 Approximation by superpositions of a sigmoidal function,1989, Mathematics of Control
 Rl2: Fast reinforce-ment learning via slow reinforcement learning,2016, arXiv preprint arXiv:1611
 Model-agnostic meta-learning for fast adaptation of deepnetworks,2017, International Conference on Machine Learning (ICML)
 One-shot visual imitation learningvia meta-learning,2017, Conference on Robot Learning (CoRL)
 On the approximate realization of continuous mappings by neural networks,1989, Neuralnetworks
 Learning to learn using gradient descent,2001, InInternational Conference on Artificial Neural Networks
 Multilayer feedforward networks are universal ap-proximators,1989, Neural networks
 Universal approximation of an unknown mapping andits derivatives using multilayer feedforward networks,1990, Neural networks
 Fast learning for problem classes using knowledge based networkinitialization,2000, In International Joint Conference on Neural Networks (IJCNN)
 One shot learning of simplevisual concepts,2011, In Conference of the Cognitive Science Society (CogSci)
 Learning to generalize: Meta-learning fordomain generalization,2017, arXiv preprint arXiv:1710
 Learning to optimize,2017, International Conference on Learning Representations (ICLR)
 Learning to optimize neural nets,2017, arXiv preprint arXiv:1703
 Meta networks,2017, International Conference on Machine Learning (ICML)
 Optimization as a model for few-shot learning,2017, In International Conferenceon Learning Representations (ICLR)
 Meta-learningwith memory-augmented neural networks,2016, In International Conference on Machine Learning (ICML)
 Neural network with unbounded activation functions is universal approxima-tor,2017, Applied and Computational Harmonic Analysis
 Learning to reinforcement learn,2016, arXiv preprintarXiv:1611
