title,year,conference
 Pondernet: Learning to ponder,2021, arXiv preprintarXiv:2107
 Learning long-term dependencies with gradientdescent is difficult,1994, IEEE transactions on neural networks
 Philosophy of the spike: rate-based vs,2015, spike-based theories of the brain
 Temporal coding in spiking neural networks with alpha synaptic function:Learning with backProPagation,2021, IEEE Transactions on Neural Networks and Learning Systems
 Loihi: A neuromorPhicmanycore Processor with on-chiP learning,2018, Ieee Micro
 Imagenet: A large-scale hi-erarchical image database,2009, In 2009 IEEE conference on computer vision and pattern recognition
 MultiPle in-stance learning for efficient sequential data classification on resource-constrained devices,2018, InNeurIPS
 Fast and energy-efficient neuromorPhic deeP learning with first-sPiketimes,2021, Nature Machine Intelligence
 AdaPtive comPUtation time for recUrrent neUral networks,2016, arXiv preprintarXiv:1603
 Long short-term memory,1997, Neural Computation
 Introducing” neuromorphic computing and engineering”,2021, Neuromorphic Com-puting and Engineering
 Frontiers in neuromorphic engineering,2011, Frontiers inneuroscience
 Polychronization: computation with spikes,2006, Neural computation
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Gradient-based learning applied to document recog-nition,1998, Proceedings of the IEEE
 Spiking neurons with short-term synaptic plasticity formsuperior generative networks,2018, Scientific reports
 Spiketime displacement based error backpropagation in convolutional spiking neural networks,2021, arXivpreprint arXiv:2108
 Spiking neural networks enabletwo-dimensional neurons and unsupervised multi-timescale learning,2018, In Proceedings of the Inter-national Joint Conference on Neural Networks
 Optimality of short-term synapticplasticity in modelling certain dynamic environments,2020, arXiv preprint arXiv:2009
 Supervised learning based on temporal coding in spiking neural networks,2017, IEEEtransactions on neural networks and learning systems
 Bayesian computationemerges in generic cortical microcircuits through spike-timing-dependent plasticity,2013, PLoS com-putational biology
 Reproducing polychroniza-tion: a guide to maximizing the reproducibility of spiking network models,2018, Frontiers in neuroin-formatics
 Deep learning with spiking neurons: opportunities and chal-lenges,2018, Frontiers in neuroscience
 A reconfigurable on-line learning spiking neuromorphic processor com-prising 256 neurons and 128k synapses,2015, Frontiers in neuroscience
 The perceptron: a probabilistic model for information storage and organizationin the brain,1958, Psychological review
 Self-delimiting neural networks,2012, arXivpreprint arXiv:1210
 Mem-ory devices and applications for in-memory computing,2020, Nature nanotechnology
 Max-pooling loss training of long short-term memory networks for small-footprint keyword spotting,2016, In 2016 IEEE Spoken LanguageTechnology Workshop (SLT)
 Going deeper with convolutions,2015, InProceedings of the IEEE conference on computer vision and pattern recognition
 Empowering adaptive early-exit inference with latency awareness,2021, In Proceedings of the AAAI Conference on Artificial Intel-ligence
 Rank order coding,1998, In Computational neuroscience
 Speech commands: A dataset for limited-vocabulary speech recognition,2018, arXivpreprint arXiv:1804
 Deep learn-ing incorporating biologically inspired neural dynamics and in-memory computing,2020, Nature Ma-Chine Intelligence
 Spatio-temporal backpropagation fortraining high-performance spiking neural netWorks,2018, Frontiers in neuroscience
 Accurate and efficient time-domain classifica-tion With adaptive spiking recurrent neural netWorks,2021, arXiv preprint arXiv:2103
 Rectifiedlinear postsynaptic potential function for backpropagation in deep spiking neural netWorks,2021, IEEETransactions on Neural Networks and Learning Systems
 Hello edge: KeyWord spottingon microcontrollers,2017, arXiv preprint arXiv:1711
 Temporal-coded deep spiking neural netWork With easy training and robust performance,2021, Proceedings ofthe AAAI Conference on Artificial Intelligence
