title,year,conference
 Notmnist dataset,2011, Google (Books/OCR)
 Riemannianwalk for incremental learning: Understanding forgetting and intransigence,2018, In Proceedings of theEuropean Conference on Computer Vision (ECCV)
 Efficientlifelong learning with a-gem,2018, arXiv preprint arXiv:1812
 Continual learning with tiny episodic memories,2019,2019
 Lifelong machine learning,2018, Synthesis Lectures on Artificial Intelligenceand Machine Learning
 Learn-ing without memorizing,2019, In Proceedings of the IEEE/CVF Conference on Computer Vision andPattern Recognition
 Orthogonal gradient descent for contin-ual learning,3762, In International Conference on Artificial Intelligence and Statistics
 Improved schemes for episodic mem-ory based lifelong learning algorithm,2020, In Conference on Neural Information Processing Systems
 Overcom-ing catastrophic forgetting in neural networks,2017, Proceedings of the national academy of sciences
 Overcom-ing catastrophic forgetting by incremental moment matching,2017, arXiv preprint arXiv:1703
 Learn to grow: A continualstructure learning framework for overcoming catastrophic forgetting,2019, In International Conferenceon Machine Learning
 Learning without forgetting,2017, IEEE transactions on pattern analysisand machine intelligence
 Readingdigits in natural images with unsupervised feature learning,2011,2011
 Learning to learn without forgetting by maximizing transfer and minimizing interfer-ence,2018, arXiv preprint arXiv:1810
 Online structured laplace approximations forovercoming catastrophic forgetting,2018, arXiv preprint arXiv:1805
 Incremental learning through deep adaptation,2018, IEEE transac-tions on pattern analysis and machine intelligence
 Progressive neural networks,2016, arXiv preprintarXiv:1606
 Trust regionpolicy optimization,2015, In International conference on machine learning
 Progress & compress: A scalable framework for contin-ual learning,2018, In International Conference on Machine Learning
 Continual learning with deep generativereplay,2017, arXiv preprint arXiv:1705
 Efficient continual learning with modularnetworks and task-driven priors,2020, arXiv preprint arXiv:2012
 Matching networks for oneshot learning,2016, Advances in neural information processing systems
 Fashion-mnist: a novel image dataset for benchmark-ing machine learning algorithms,2017, arXiv preprint arXiv:1708
 Reinforced continual learning,2018, arXiv preprint arXiv:1805
 Lifelong learning with dynamicallyexpandable networks,2017, arXiv preprint arXiv:1708
 Scalable and order-robust continuallearning with additive parameter decomposition,2020, In Eighth International Conference on LearningRepresentations
 Continual learning of context-dependent pro-cessing in neural networks,2019, Nature Machine Intelligence
