title,year,conference
 Tensorflow: A system for large-scale machine learning,2016, In OSDI
 Delving deep into rectifiers: Surpassinghuman-level performance on imagenet classification,2015, In Proceedings of the IEEE internationalconference on computer vision
 Mobilenets: Efficient convolutional neural networks formobile vision applications,2017, arXiv preprint arXiv:1704
 Binarizedneural networks,2016, In Advances in Neural Information Processing Systems
 Batch normalization: Accelerating deep network training byreducing internal covariate shift,2015, In International Conference on Machine Learning
 In-datacenter performance analy-sis of a tensor processing unit,2017, In Proceedings of the 44th Annual International Symposium onComputer Architecture
 Imagenet classification with deep convo-lutional neural networks,2012, In Advances in neural information processing systems
 Gradient-based learning applied todocument recognition,1998, Proceedings of the IEEE
 Deeply-supervised nets,2015, In Artificial Intelligence and Statistics
 Trainingquantized nets: A deeper understanding,2017, In Advances in Neural Information Processing Systems
 Convolutional neural networks usinglogarithmic data representation,2016, arXiv preprint arXiv:1603
 Xnor-net: Imagenetclassification using binary convolutional neural networks,2016, In European Conference on ComputerVision
 Sparse codingwith memristor networks,2017, Nature nanotechnology
 Development of a neuromorphic computing system,2015, In ElectronDevices Meeting (IEDM)
 Masteringthe game of go with deep neural networks and tree search,2016, Nature
 Very deep convolutional networks for large-scale imagerecognition,2014, arXiv preprint arXiv:1409
 Efficient processing of deep neuralnetworks: A tutorial and survey,2017, Proceedings of the IEEE
 Terngrad:Ternary gradients to reduce communication in distributed deep learning,2017, In Advances in NeuralInformation Processing Systems
 Understandingdeep learning requires rethinking generalization,2016, arXiv preprint arXiv:1611
 Dorefa-net: Train-ing low bitwidth convolutional neural networks with low bitwidth gradients,2016, arXiv preprintarXiv:1606
 Trained ternary quantization,2016, arXivpreprint arXiv:1612
