title,year,conference
 Designing neural network architec-tures using reinforcement learning,2017, In 5th International Conference on Learning Representations
 Proxylessnas: Direct neural architecture search on target taskand hardware,2019, In 7th International Conference on Learning Representations
 An overview of bilevel optimization,2007, Annals ofoperations research
 Imagenet: A large-scale hi-erarchical image database,2009, In 2009 IEEE conference on computer vision and pattern recognition
 Improved regularization of convolutional neural networkswith cutout,2017, arXiv preprint arXiv:1708
 Nas-bench-201: Extending the scope of reproducible neural architecturesearch,2020, In 8th International Conference on Learning Representations
 Mobilenets: Efficient convolutional neural networks formobile vision applications,2017, arXiv preprint arXiv:1704
 Densely connectedconvolutional networks,2017, In Proceedings of the IEEE conference on computer vision and patternrecognition
 DARTS: differentiable architecture search,2019, In7th International Conference on Learning Representations
 Shufflenet v2: Practical guidelinesfor efficient cnn architecture design,2018, In Proceedings of the European Conference on ComputerVision (ECCV)
 Efficient neural architecture searchvia parameters sharing,2018, In International Conference on Machine Learning
 Regularized evolution for imageclassifier architecture search,2019, In Proceedings of the aaai conference on artificial intelligence
 Fbnet: Hardware-aware efficient convnet design viadifferentiable neural architecture search,2019, In Proceedings of the IEEE Conference on ComputerVision and Pattern Recognition
 Exploring randomly wired neu-ral networks for image recognition,2019, In Proceedings of the IEEE International Conference onComputer Vision
 Learning transferable architecturesfor scalable image recognition,2018, In Proceedings of the IEEE conference on computer vision andpattern recognition
