title,year,conference
 Deep variational informationbottleneck,2016, arXiv preprint arXiv:1612
 A theoretical analysis of contrastive unsupervised representation learning,2019, arXiv preprintarXiv:1902
 Towards shape biased unsupervisedrepresentation learning for domain generalization,2019, arXiv preprint arXiv:1909
 The im algorithm: a variational approach to information maxi-mization,2003, In Advances in neural information processing systems
 Recognition in terra incognita,2018, In Proceedings ofthe European Conference on Computer Vision (ECCV)
 Mine: mutual information neural estimation,2018, arXiv preprintarXiv:1801
 Extracting relevant structures with side information,2003, In Advancesin Neural Information Processing Systems
 A simple framework forcontrastive learning of visual representations,2020, arXiv preprint arXiv:2002
 Infogan:Interpretable representation learning by information maximizing generative adversarial nets,2016, InAdvances in neural information processing systems
 Self-training avoids using spuriousfeatures under domain shift,2020, arXiv preprint arXiv:2006
 Large scale distributed deep networks,2012, InAdvances in neural information processing systems
 Imagenet: A large-scale hi-erarchical image database,2009, In 2009 IEEE conference on computer vision and pattern recognition
 Domain generalization with domain-specific aggregationmodules,2018, In German Conference on Pattern Recognition
 A neural algorithm of artistic style,2015, arXivpreprint arXiv:1508
 Shortcut learning in deep neural networks,2020, arXivpreprint arXiv:2004
 Model patching: Closing the subgroupperformance gap with data aUgmentation,2020, arXiv preprint arXiv:2008
 The variational bandwidthbottleneck: Stochastic evaluation on an information budget,2020, arXiv preprint arXiv:2004
 Noise-contrastive estimation: A new estimation principlefor unnormalized statistical models,2010, In Proceedings of the Thirteenth International ConferenceOnArtificial Intelligence and Statistics
 Fairness withoutdemographics in repeated loss minimization,2018, arXiv preprint arXiv:1806
 Conditional variance penalties and domain shiftrobustness,2017, arXiv preprint arXiv:1710
 Reducing the dimensionality of data with neuralnetworks,2006, science
 Learning deep representations by mutual information estimationand maximization,2018, arXiv preprint arXiv:1808
 Supervised contrastive learning,2020, arXiv preprintarXiv:2004
 Learning not tolearn: Training deep neural networks with biased data,2019, In Proceedings of the IEEE conference oncomputer vision and pattern recognition
 Siamese neural networks for one-shot image recognition,2015, 2015
 Efficient training on very large corpora via gramian estimation,2018, arXiv preprintarXiv:1807
 Deep learning,2015, nature
 Domain generalization with adver-sarial feature learning,2018, In Proceedings of the IEEE Conference on Computer Vision and PatternRecognition
 Demystifying neural style transfer,2017, arXivpreprint arXiv:1701
 Self-organization in a perceptual network,1988, Computer
 Unified deep super-vised domain adaptation and generalization,2017, In Proceedings of the IEEE International Conferenceon Computer Vision
 Representation learning with contrastive predic-tive coding,2018, arXiv preprint arXiv:1807
 On varia-tional bounds of mutual information,2019, arXiv preprint arXiv:1905
 Pointnet: Deep learning on point setsfor 3d classification and segmentation,2017, In Proceedings of the IEEE conference on computer visionand pattern recognition
 The elephant in the room,2018, arXiv preprintarXiv:1808
 Distributionally robustneural networks for group shifts: On the importance of regularization for worst-case generaliza-tion,2019, arXiv preprint arXiv:1911
 An investigation of whyoverparameterization exacerbates spurious correlations,2020, arXiv preprint arXiv:2005
 Detecting out-of-distribution examples with in-distribution examples and gram matrices,2019, arXiv preprint arXiv:1912
 Facenet: A unified embedding for facerecognition and clustering,2015, In Proceedings of the IEEE conference on computer vision and patternrecognition
 Understanding the limitations of variational mutual informationestimators,2019, arXiv preprint arXiv:1910
 Contrastive multiview coding,2019, arXiv preprintarXiv:1906
 Whatmakes for good views for contrastive learning,2020, arXiv preprint arXiv:2005
 Unbiased look at dataset bias,2011, In CVPR 2011 
 Neural discrete representation learning,2017, In Advances inNeural Information Processing Systems
 Learning using privileged information: similarity control andknowledge transfer,2015, J
 Learning robust representations byprojecting superficial statistics out,2019, arXiv preprint arXiv:1903
 On mutual in-formation in contrastive learning for visual representations,2020, arXiv preprint arXiv:2005
 3d shapenets: A deep representation for volumetric shapes,2015, In Proceedings of the IEEEconference on computer vision and pattern recognition
 Unsupervised feature learning via non-parametric instance discrimination,2018, In Proceedings of the IEEE Conference on Computer Visionand Pattern Recognition
 Noise or signal: The role ofimage backgrounds in object recognition,2020, arXiv preprint arXiv:2006
 A theory of usableinformation under computational constraints,2020, arXiv preprint arXiv:2002
 Understandingdeep learning requires rethinking generalization,2016, arXiv preprint arXiv:1611
 Places: A 10million image database for scene recognition,2017, IEEE transactions on pattern analysis and machineintelligence
