title,year,conference
 Metainit: Initializing learning by learning to initialize,2019, InAdvances in Neural Information Processing Systems
 Hidra: Headinitialization across dynamic targets for robust architectures,2020, In Proceedings of the 2020 SIAMInternational Conference on Data Mining
 One-shot imitation learning,2017, In Advances inneural information processing systems
 A bayesian approach to unsupervised one-shot learning of object categories,2003, InProceedings Ninth IEEE International Conference on Computer Vision
 One-shot visual imitationlearning via meta-learning,2017, arXiv preprint arXiv:1709
 Probabilistic model-agnostic meta-learning,2018, InAdvances in Neural Information Processing Systems
 Named entity recog-nition in electronic health records using transfer learning bootstrapped neural networks,2020, NeuralNetworks
 Understanding the difficulty of training deep feedforward neuralnetworks,2010, In Proceedings of the thirteenth international conference on artificial intelligence andstatistics
 Delving deep into rectifiers: Surpassinghuman-level performance on imagenet classification,2015, In Proceedings of the IEEE internationalconference on computer vision
 Heterogeneous transfer learning for hyperspectral imageclassification based on convolutional neural network,2019, IEEE Transactions on Geoscience andRemote Sensing
 Deep learning for time series classification: a review,2019, Data Mining and KnowledgeDiscovery
 Dataset2vec: Learning dataset meta-features,2019, arXiv preprint arXiv:1905
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Heterogeneous transfer learning via deepmatrix completion with adversarial kernel embedding,2019, In Proceedings of the AAAI Conference onArtificial Intelligence
 A simple neural attentive meta-learner,2018, In International Conference on Learning Representations
 A survey on transfer learning,2010, IEEE Transactions on knowledgeand data engineering
 Optimization as a model for few-shot learning,2016, 2016
 Meta-learning with latent embedding optimization,2019, In International Conferenceon Learning Representations
 Meta-learning with memory-augmented neural networks,2016, In International conference on machinelearning
 Scalable hyperparameter optimizationwith products of gaussian process experts,2016, In Joint European conference on machine learning andknowledge discovery in databases
 Concept learning through deep reinforcement learningwith memory-augmented neural networks,0893, Neural Networks
 Prototypical networks for few-shot learning,2017, InAdvances in Neural Information Processing Systems
 Meta-dataset: A dataset of datasets for learning to learn from few examples,2020, In International Conferenceon Learning Representations
 Cross-domain few-shotclassification via learned feature-wise transformation,2020, In International Conference on LearningRepresentations
 Attention is all you need,2017, In Advances in neural informationprocessing Systems
 Matching networks for oneshot learning,2016, In Advances in neural information processing systems
 Multi-label zero-shot human action recognition via joint latent rankingembedding,0893, Neural Networks
 Onlineheterogeneous transfer learning by knowledge transition,2019, ACM Transactions on Intelligent Systemsand Technology (TIST)
 Wide residual networks,2016, arXiv preprint arXiv:1605
 Otl: a framework of online transfer learning,2010, In Proceedings of the27th International Conference on International Conference on Machine Learning
