title,year,conference
 Multimodal machine learning:A survey and taxonomy,2018, IEEE transactions on pattern analysis and machine intelligence
 DeeP generalized canonical correlation analysis,2017, arXiv preprint arXiv:1702
 Fine-grained attention mechanism for neuralmachine translation,2018, Neurocomputing
 CovareP—acollaborative voice analysis rePository for sPeech technologies,2014, In Acoustics
 SPeech emotion recognition with acoustic andlexical features,2015, In Acoustics
 Additional shareddecoder on siamese multi-view encoders for learning acoustic word embeddings,2019, In 2019 IEEEAutomatic Speech Recognition and Understanding Workshop (ASRU)
 DeeP learning for robust feature generationin audiovisual emotion recognition,2013, In Acoustics
 Imagenet classification with deeP convo-lutional neural networks,2012, In Advances in neural information processing systems
 A database for sPeaker-indePendent digit recognition,1984, In Acoustics
 Ti46-word sPoken digits corPus,1993, In LDC (Linguistic Data Consortium)
 The variational fairautoencoder,2015, arXiv preprint arXiv:1511
 Glove: Global vectors for wordrePresentation,2014, In Proceedings of the 2014 conference on empirical methods in natural languageprocessing (EMNLP)
 Variational mixture-of-experts autoencoders for multi-modal deep generative models,2019, Advances in Neural Information Processing Systems
 Multimodal generative learning utilizing jensen-shannon-divergence,2020, Advances in Neural Information Processing Systems
 Joint multimodal learning with deepgenerative models,2016, arXiv preprint arXiv:1611
 An inter-battery method of factor analysis,1958, Psychometrika
 Generative models ofvisually grounded imagination,2017, arXiv preprint arXiv:1705
 Show and tell: A neural imagecaption generator,2015, In The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)
 Regularization of neuralnetworks using dropconnect,2013, In International Conference on Machine Learning
 Associative multichannel autoencoder formultimodal word representation,2018, In Proceedings of the 2018 Conference on Empirical Methodsin Natural Language Processing
