title,year,conference
 Deep active inferenceagents using monte-carlo methods,2020, CoRR
 The free-energy principle: a unified brain theory? Nature reviews,2010, Neuroscience
 Active inference and agency: Optimalcontrol without cost functions,2012, Biological cybernetics
 The anatomy of choice: active inference and agency,1662, Frontiers in HumanNeuroscience
 Active inference and epistemic value,2015, Cognitive Neuroscience
 Active inference: A process theory,2017, Neural Computation
 A free energy principle for biological systems,2012, Entropy
 Deep variationalreinforcement learning for pomdps,2018, arXiv preprint arXiv:1806
 Model-basedreinforcement learning for atari,2019, arXiv preprint arXiv:1903
 Optimal control as a graphical model inferenceproblem,2009, CoRR
 Optimal control as a graphical model infer-ence problem,2012, Machine learning
 Efficient exploration via state marginal matching,2019, arXiv preprint arXiv:1906
 How prior preferences de-termine decision-making frames and biases in the human brain,2016, Neuroscience
 Generalised free energy and active inference,2019, BiologicalCybernetics
 Alvinn: An autonomous land vehicle in a neural network,1989, In Advances in neuralinformation processing systems
 On probabilistic inference approaches to stochastic optimal control,2013, 2013
 Evolution strategies as ascalable alternative to reinforcement learning,2017, arXiv preprint arXiv:1703
 Scaling activeinference,2019, CoRR
 Reinforcementlearning through active inference,2020, CoRR
 Deep active inference,2018, Biol
 Maximum entropy inversereinforcement learning,2008, In Aaai
