title,year,conference
 Building romein a day,2009, In IEEE International Conference on Computer Vision
 Building rome in a day,2011, Communications of the ACM
 High quality monocular depth estimation via transfer learn-ing,2018, arXiv preprint arXiv:1812
 Estimating depth from monocular images asclassification using deep fully convolutional residual networks,2017, IEEE Transactions on Circuitsand Systems for Video Technology
 Depth map prediction from a single image usinga multi-scale deep network,2014, In NIPS
 Unsupervised cnn for single viewdepth estimation: Geometry to the rescue,2016, In ECCV
 Unsupervised monocular depth estima-tion with left-right consistency,2017, In CVPR
 Digging into self-supervised monocular depth estimation,2019, ICCV
 Single image depth estimation trained via depth from defocus cues,2019, InProceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 A layer-based restoration framework for variable-aperture photography,2007, In 2007 IEEE 11th International Conference on Computer Vision
 Densely connectedconvolutional networks,2017, In Proceedings of the IEEE conference on computer vision and patternrecognition
 Depth pre-diction from a single image with conditional adversarial networks,2017, In 2017 IEEE InternationalConference on Image Processing (ICIP)
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Imagenet classification with deep convo-Iutional neural networks,2012, In Advances in neural information processing systems
 Deeperdepth prediction with fully convolutional residual networks,2016, In 3DV
 Deep convolutional neural fields for depth estimationfrom a single image,2015, In CVPR
 Defocus map estimation from a single image basedon two-parameter defocus model,2016, IEEE Transactions on Image Processing
 Variational depth fromfocus reconstruction,2015, IEEE Transactions on Image Processing
 Depthperception from image defocus in a jumping spider,2012, Science
 Learning monocular depth estimation with un-supervised trinocular assumptions,2018, In 2018 International Conference on 3D Vision (3DV)
 Dense monocular depth estimationin complex dynamic scenes,2016, In Proceedings of the IEEE conference on computer vision andpattern recognition
 Hyperdepth: Learning depth from structured light withoutmatching,2016, In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 Very deep convolutional networks for large-scale imagerecognition,2014, arXiv preprint arXiv:1409
 Learningto synthesize a 4d rgbd light field from a single image,2017, In Proceedings of the IEEE InternationalConference on Computer Vision
 Secrets of optical flow estimation and their princi-ples,2010, In 2010 IEEE computer society conference on computer vision and pattern recognition
 Optimizing theviewing graph for structure-from-motion,2015, In Proceedings of the IEEE International Conferenceon Computer Vision
 Fastdepth: Fastmonocular depth estimation on embedded systems,2019, In 2019 International Conference on Roboticsand Automation (ICRA)
 Multi-scale continuous crfsas sequential deep networks for monocular depth estimation,2017, In CVPR
 Loss functions for neural networks for imageprocessing,2015, arXiv preprint arXiv:1511
 Coded aperture pairs for depth from defocus,2009, In2009 IEEE 12th international conference on computer vision
 Unsupervised learning of depthand ego-motion from video,2017, In Proceedings of the IEEE Conference on Computer Vision andPattern Recognition
 Defocus map estimation from a single image,2011, Pattern Recognition
 Df-net: Unsupervised joint learning of depth and flowusing cross-task consistency,2018, In Proceedings of the European Conference on Computer Vision(ECCV)
