title,year,conference
 Online continual learning with maximal interfered retrieval,2019, In Advancesin Neural Information Processing Systems
 Gradient based sample selectionfor online continual learning,2019, In Advances in Neural Information Processing Systems
 Continual learning with tiny episodicmemories,2019, arXiv preprint arXiv:1902
 A continual learning survey: Defying forgetting in classificationtasks,2019, arXiv preprint arXiv:1909
 Asurvey on concept drift adaptation,2014, ACM computing surveys (CSUR)
 An empirical investi-gation of catastrophic forgetting in gradient-based neural networks,2013, arXiv preprint arXiv:1312
 Dimensionality reduction by learning an invariantmapping,2006, In 2006 IEEE Computer Society Conference on Computer Vision and Pattern Recognition(CVPR’06)
 Smart mining fordeep metric learning,2017, In Proceedings of the IEEE International Conference on Computer Vision
 Deep residual learning for imagerecognition,2016, In Proceedings of the IEEE conference on computer vision and pattern recognition
 Distilling the knowledge in a neural network,2015, arXivpreprint arXiv:1503
 Re-evaluating continual learningscenarios: A categorization and case for strong baselines,2018, arXiv preprint arXiv:1810
 Deep generative dual memory network for continuallearning,2017, arXiv preprint arXiv:1710
 Imbalanced continual learning with partitioningreservoir sampling,2020, arXiv preprint arXiv:2009
 Overcomingcatastrophic forgetting in neural networks,2017, Proceedings of the national academy of sciences
 Learning multiple layers of features from tiny images,2009, 2009
 Gradient-based learning applied todocument recognition,1998, Proceedings of the IEEE
 A neural dirichlet process mixture modelfor task-free continual learning,2020, arXiv preprint arXiv:2001
 Learning without forgetting,2017, IEEE transactions on pattern analysisand machine intelligence
 Gradient episodic memory for continual learning,2017, InAdvances in Neural Information Processing Systems
 Distance-based imageclassification: Generalizing to new classes at near-zero cost,2013, IEEE transactions on pattern analysisand machine intelligence
 Deep metric learning via liftedstructured feature embedding,2016, In Proceedings of the IEEE conference on computer vision andpattern recognition
 icarl:Incremental classifier and representation learning,2017, In Proceedings of the IEEE conference onComputer Vision and Pattern Recognition
 Overcoming catastrophicforgetting with hard attention to the task,2018, arXiv preprint arXiv:1801
 Continual learning with deep generativereplay,2017, In Advances in Neural Information Processing Systems
 Incremental learning of object detectorswithout catastrophic forgetting,2017, In Proceedings of the IEEE International Conference on ComputerVision
 Prototypical networks for few-shot learning,2017, InAdvances in neural information processing systems
 The problem of concept drift: definitions and related work,2004, Computer ScienceDepartment
 Generative replay with feedback connections as a generalstrategy for continual learning,2018, arXiv preprint arXiv:1809
 Three scenarios for continual learning,2019, arXiv preprintarXiv:1904
 Random sampling with a reservoir,1985, ACM Transactions on Mathematical Software(TOMS)
 Incremental classifier learning with generative adversarial networks,2018, arXiv preprintarXiv:1802
 Unsupervised embedding learning viainvariant and spreading instance feature,2019, In Proceedings of the IEEE Conference on ComputerVision and Pattern Recognition
 The PPP-loss requires calculation of a similarity matrix with all thed-dimensional representations in the batch B ,2021, Using a normalized cosine similarity
