title,year,conference
 Monet: Unsupervised scene decomposition and represen-tation,2019, arXiv preprint arXiv:1901
 Spatially invariant unsupervised object detection with convolu-tional neural networks,2019, In Proceedings of the AAAI Conference on Artificial Intelligence
 Imagenet: A large-scale hi-erarchical image database,2009, In 2009 IEEE conference on computer vision and pattern recognition
 Fast r-cnn,2015, In Proceedings of the IEEE international conference on computer vision
 Neural expectation maximization,2017, InAdvances in Neural Information Processing Systems
 MUlti-object representation learningwith iterative variational inference,2019, arXiv preprint arXiv:1903
 Mask r-cnn,2017, In Proceedings oftheIEEE international conference on computer vision
 Clevr: A diagnostic dataset for compositional language and elementary visualreasoning,2017, In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 Auto-encoding variational bayes,2013, arXiv preprintarXiv:1312
 A fast algorithm for multilevel thresh-olding,2001, J
 Microsoft coco: Common objects in context,2014, In Europeanconference on computer vision
 Space: UnsUpervised object-oriented scene representation via spatialattention and decomposition,2020, In International Conference on Learning Representations
 Efficient non-maximum suppression,2006, In 18th InternationalConference on Pattern Recognition (ICPR’06)
 Contextencoders: Feature learning by inpainting,2016, In Proceedings of the IEEE conference on computervision and pattern recognition
 Faster r-cnn: Towards real-time objectdetection with region proposal networks,2015, In Advances in neural information processing systems
 A constructive definition of dirichlet priors,1994, Statistica sinica
 Relational neural ex-pectation maximization: Unsupervised discovery of objects and their interactions,2018, arXiv preprintarXiv:1802
 Spatial broadcastdecoder: A simple architecture for learning disentangled representations in vaes,2019, arXiv preprintarXiv:1901
