title,year,conference
 Deep variational informationbottleneck,2017, In International Conference on Learning Representations
 Uncertainty in the variational informationbottleneck,2018, arXiv preprint arXiv:1807
 Pitfalls of in-domainuncertainty estimation and ensembling in deep learning,2020, In International Conference on LearningRepresentations
 Local Rademacher complexities,2005, TheAnnalsofStatistics
 Weight uncertainty inneural networks,2015, In International Conference on Machine Learning
 Bert: Pre-training of deepbidirectional transformers for language understanding,2018, arXiv preprint arXiv:1810
 Dropout as a Bayesian approximation: Representing modeluncertainty in deep learning,2016, In International Conference on Machine Learning
 Explaining and harnessing adversarialexamples,2015, In International Conference on Learning Representations
 Practical variational inference for neural networks,2011, In Advances in Neural InformationProcessing Systems
 ImPlicit bias of gradient descenton linear convolutional networks,2018, In Advances in Neural Information Processing Systems
 On calibration of modern neuralnetworks,2017, In International Conference on Machine Learning
 DeeP relu networks have surPrisingly few activation Patterns,2019, InAdvances in Neural Information Processing Systems
 Delving deeP into rectifiers: SurPass-ing human-level Performance on imagenet classification,2015, In IEEE International Conference onComputer Vision
 Identity maPPings in deeP residualnetworks,2016, In European Conference on Computer Vision
 Why relu networks yield high-confidence Predictions far away from the training data and how to mitigate the Problem,2019, In IEEEConference on Computer Vision and Pattern Recognition
 Densely connectedconvolutional networks,2017, In IEEE Conference on Computer Vision and Pattern Recognition
 Being Bayesian about categorical probability,2020, InInternational Conference on Machine Learning
 Regularizing activations in neural networksvia distribution matching with the Wasserstein metric,2020, In International Conference on LearningRepresentations
 Calibrated lan-guage model fine-tuning for in-and out-of-distribution data,2020, In Conference on Empirical Methodsin Natural Language Processing
 Hdltex: Hierarchical deep learning for text classification,2017, In 2017 16thIEEE international conference on machine learning and applications (ICMLA)
 Simple and scalable predictiveuncertainty estimation using deep ensembles,2017, In Advances in Neural Information ProcessingSystems
 Towards explaining the regularization effect of initial largelearning rate in training neural networks,2019, In Advances in Neural Information Processing Systems
 Towards understanding regularizationin batch normalization,2019, In International Conference on Learning Representations
 Reverse KL-divergence training of prior networks: Improveduncertainty and adversarial robustness,2019, In Advances in Neural Information Processing Systems
 Bayesian learning via stochastic dynamics,1993, In Advances in Neural InformationProcessing Systems
 Readingdigits in natural images with unsupervised feature learning,2011, In NIPS Workshop on Deep Learningand Unsupervised Feature Learning
 Practical deep learning with Bayesian principles,2019, In Advancesin Neural Information Processing Systems
 Computational optimal transport,2019, Foundations and Trends® inMachine Learning
 A scalable Laplace approximation for neuralnetworks,2018, In International Conference on Learning Representations
 Very deep convolutional networks for large-scale imagerecognition,2015, In International Conference on Learning Representations
 Reliable training and estimation of variancenetworks,2019, In Advances in Neural Information Processing Systems
 Understanding measures of uncertainty for adversarial example detec-tion,2018, arXiv preprint arXiv:1803
 Rethinkingthe inception architecture for computer vision,2016, In IEEE Conference on Computer Vision andPattern Recognition
 Bayesian uncertainty estimation for batch nor-malized deep networks,2018, In International Conference on Machine Learning
 On the uniform convergence of relative frequencies ofevents to their probabilities,2015, In Measures of Complexity
 Bayesian learning via stochastic gradient Langevin dynamics,2011, InInternational Conference on Machine Learning
 Deep kernel learning,2016, InInternational Conference on Artificial Intelligence and Statistics
 Mixup: Beyond empiri-cal risk minimization,2018, In International Conference on Learning Representations
 Cyclicalstochastic gradient MCMC for Bayesian deep learning,2020, In International Conference on LearningRepresentations
