title,year,conference
 ”name that manufacturer”,2020, relating image acquisition bias with task complexity whentraining deep learning models: experiments on head ct
 Geomet-ric deep learning: going beyond euclidean data,2017, IEEE Signal Processing Magazine
 Spectral networks and locallyconnected networks on graphs,2013, arXiv preprint arXiv:1312
 Graph u-nets,2019, arXiv preprint arXiv:1905
 Neuralmessage passing for quantum chemistry,2017, arXiv preprint arXiv:1704
 Semi-supervised classification with graph convolutional net-works,2016, arXiv preprint arXiv:1609
 Self-attention graph pooling,2019, arXiv preprintarXiv:1904
 Hierarchical video frame sequence representationwith deep convolutional graph network,2018, In Proceedings of the European Conference on ComputerVision (ECCV)
 Geometric deep learning on graphs and manifolds using mixture model cnns,2017, InProceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 Asap: Adaptive structure aware pooling forlearning hierarchical graph representations,2020, In AAAI
 Automateddetection and forecasting of covid-19 using deep learning techniques: A review,2020, arXiv preprintarXiv:2007
 Rethink-ing the inception architecture for computer vision,2016, In Proceedings of the IEEE conference oncomputer vision and pattern recognition
 Graph attention networks,2017, arXiv preprint arXiv:1710
 Unet++:A nested u-net architecture for medical image segmentation,2018, In Deep Learning in Medical ImageAnalysis and Multimodal Learning for Clinical Decision Support
