title,year,conference
 Deep variational informationbottleneck,2016, ICLR
 GAN Dissection: Visualizing and Understanding Generative AdversarialNetworks,2019, In International Conference on Learning Representations
 Representation learning: A review and newperspectives,2013, IEEE Transactions on Pattern Analysis and Machine Intelligence
 Understanding disentangling in β-VAE,2017, NIPS Workshop on LearningDisentangled Representations
 Infogan:Interpretable representation learning by information maximizing generative adversarial nets,2016, InAdvances in Neural Information Processing Systems
 Inverting the generator of a generative adversarialnetwork,2018, IEEE Transactions on Neural Networks and Learning Systems
 Equality of opportunity in supervised learning,2016, InAdvances in Neural Information Processing Systems
 GANSpace: DiscoveringInterpretable GAN Controls,2020, Advances in Neural Information Processing Systems
 beta-vae: Learning Basic Visual Concepts with aConstrained Variational Framework,2017, In International Conference on Learning Representations
 Towards a definition of disentangled representations,2018, arXiv preprintarXiv:1812
 A style-based generator architecture for GenerativeAdversarial Networks,2019, In Proceedings of the IEEE Conference on Computer Vision and PatternRecognition
 Disentangling by Factorising,2018, In International Conference onMachine Learning
 Variational Inference of Disen-tangled Latent Concepts from Unlabeled Observations,2018, In International Conference on LearningRepresentations
 Counterfactual fairness,2017, In Advancesin Neural Information Processing Systems
 Learning methods for generic object recognition withinvariance to pose and lighting,2004, In Proceedings of the 2004 IEEE Computer Society Conferenceon Computer Vision and Pattern Recognition
 Infogan-cr and modelcentral-ity: Self-supervised model training and selection for disentangling GANs,2020, ICML
 Challenging common assumptions in the unsupervised learningof disentangled representations,2019, In International Conference on Machine Learning
 Disentangling disentanglementin variational autoencoders,2019, In International Conference on Machine Learning
 Unsupervised Representation Learning with DeepConvolutional Generative Adversarial Networks,2016, ICLR
 Deep visual analogy-making,2015, In Advancesin Neural Information Processing Systems 
 Learning deep disentangled embeddings with the f-statisticloss,2018, In Advances in Neural Information Processing Systems
 Measuring abstractreasoning in neural networks,2018, In International Conference on Machine Learning
 Closed-Form Factorization of Latent Semantics in GANs,2020, arXivpreprint arXiv:2007
 Recent advances in autoencoder-basedrepresentation learning,2018, In Third workshop on Bayesian Deep Learning (NeurIPS 2018)
 Unsupervised Discovery of Interpretable Directions in theGAN Latent Space,2020, In International Conference on Machine Learning
 In-domain GAN Inversion for Real ImageEditing,2020, In Proceedings of European Conference on Computer Vision (ECCV)
