title,year,conference
 Csi nn: Reverse engineering of neuralnetwork architectures through electromagnetic side channel,2019, In Proceedings of the 28th USENIXSecurity Symposium
 Stealing neural networks viatiming side channels,2018, arXiv preprint arXiv:1812
 Rsa key extraction via low-bandwidth acoustic crypt-analysis,2014, In Annual Cryptology Conference
 Bidirectional lstm networks for im-proved phoneme classification and recognition,2005, In International Conference on Artificial NeuralNetworks
 Connectionist tem-poral classification: labelling Unsegmented seqUence data with recUrrent neUral networks,2006, InProceedings of the 23rd international conference on Machine learning
 Delving into transferable adversarial exam-ples and black-box attacks,2016, arXiv preprint arXiv:1611
 Towards reverse-engineering black-box neUralnetworks,2019, In Explainable AI: Interpreting
 Combinatorial optimization: algorithms and com-plexity,1998, CoUrier Corporation
 Practical black-box attacks against machine learning,2017, In Proceedings of the 2017 ACMon Asia conference on computer and communications security
 Learning transferable architecturesfor scalable image recognition,2018, In Proceedings of the IEEE conference on computer vision andpattern recognition
 The sensor samples at a frequency of 47Khz and the converter operates at 50Khz to map theoriginally -2mT〜2mT readings across 0to5 Volts using a 12-bit conversion,1080, Calibrating the sensorrequires (a) that the sensor is within range of the electromagnetic signal and that (b) the sensororientation is consistent
