title,year,conference
 Deepracer: Educational autonomous racing platformfor experimentation with sim2real reinforcement learning,2019, arXiv preprint arXiv:1911
 Successor features for transfer in reinforcement learning,2017, In Advances in neuralinformation processing Systems
 Transfer in deep reinforcement learning using successor featuresand generalised policy improvement,2019, arXiv preprint arXiv:1901
 Universal successor features approximators,2018, arXiv preprintarXiv:1812
 Task similarity measures for transfer in reinforcement learningtask libraries,2005, In Proceedings
 Off-policy actor-critic,2012, CoRR
 Rl2 : Fastreinforcement learning via slow reinforcement learning,2016, arXiv preprint arXiv:1611
 Deep learning,2016, MIT press
 Learning invariantfeature spaces to transfer skills with reinforcement learning,2017, arXiv preprint arXiv:1703
 Population based trainingof neural networks,2017, arXiv preprint arXiv:1711
 Actor-critic algorithms,2000, In Advances in neural informationprocessing systems
 Transfer in reinforcement learning: a framework and a survey,2012, In ReinforcementLearning
 Universal successor representations for transferreinforcement learning,2018, arXiv preprint arXiv:1804
 Better transfer learning with inferred successor maps,2019, In Advancesin Neural Information Processing Systems
 Transfer in variable-rewardhierarchical reinforcement learning,2008, Machine Learning
 Asynchronous methods for deep reinforcementlearning,2016, In International conference on machine learning
 Learning dexterousin-hand manipulation,2018, CoRR
 A survey on transfer learning,2009, IEEE Transactions on knowledgeand data engineering
 Actor-mimic: Deep multitask andtransfer reinforcement learning,2015, arXiv preprint arXiv:1511
 Knowledge transfer in markov decision processes,2006, Technical report
 Deep reinforcementlearning framework for autonomous driving,2017, Electronic Imaging
 Prioritized experience replay,2015, arXivpreprint arXiv:1511
 Kickstartingdeep reinforcement learning,2018, arXiv preprint arXiv:1803
 Trust regionpolicy optimization,2015, In International conference on machine learning
 High-dimensionalcontinuous control using generalized advantage estimation,2015, arXiv preprint arXiv:1506
 Proximal policyoptimization algorithms,2017, arXiv preprint arXiv:1707
 Keep doing what worked: Behavioralmodelling priors for offline reinforcement learning,2020, arXiv preprint arXiv:2002
 Masteringthe game of go with deep neural networks and tree search,2016, nature
 Reinforcement learning: An introduction,2018, MIT press
 Transferring instances for model-basedreinforcement learning,2008, In Joint European conference on machine learning and knowledgediscovery in databases
 Autonomous transfer for reinforcementlearning,2008, In AAMAS (1)
 Critic regularizedregression,2020, Advances in Neural Information Processing Systems
 The image is then transformed to gray scale and fed into an inputembedder,2016, For simplicity
 of rollout episodes	-T0-Num,2021, of rollout episodes when using πteacher	2Num
