title,year,conference
 Foundations of data science,2016, Vorabversioneines Lehrbuchs
 The tradeoffs of large scale learning,2008, In Advances in neuralinformation processing systems
 Gender shades: Intersectional accuracy disparities in commercialgender classification,2018, In Conference on fairness
 Adversarial examples are not easily detected: Bypassing tendetection methods,2017, In Proceedings of the 10th ACM Workshop on Artificial Intelligence andSecurity
 Sample-based non-uniform random variate generation,1986, In Proceedings of the 18thconference on Winter simulation
 Nice: Non-linear independent componentsestimation,2014, arXiv preprint arXiv:1410
 Density estimation using real nvp,2016, arXivpreprint arXiv:1605
 Implicit generation and modeling with energy based models,2019, InAdvances in Neural Information Processing Systems
 Understanding the limita-tions of conditional generative models,2020, In International Conference on Learning Representations
 Ex2: Exploration with exemplar models for deepreinforcement learning,2017, In Advances in neural information processing systems
 Generating sequences with recurrent neural networks,2013, arXiv preprint arXiv:1308
 Benchmarking neural network robustness to commoncorruptions and perturbations,2019, In International Conference on Learning Representations
 Deep anomaly detection with outlierexposure,2018, arXiv preprint arXiv:1812
 A survey of outlier detection methodologies,2004, Artificial intelligencereview
 Nonlinear independent component analysis: Existence anduniqueness results,1999, Neural networks
 Reparametrization invariance in non-parametric causaldiscovery,2020, arXiv preprint arXiv:2008
 Advanced calculus,1952, Pearson Education India
 Auto-encoding variational bayes,2014, In ICLR’2014
 Glow: Generative flow with invertible 1x1 convolutions,2018, InAdvances in neural information processing systems
 Why normalizing flows fail to detectout-of-distribution data,2020, arXiv preprint arXiv:2006
 Learning multiple layers of features from tiny images,2009, 2009
 A simple unified framework for detectingout-of-distribution samples and adversarial attacks,2018, In Advances in Neural Information ProcessingSystems
 Hybrid discriminative-generative training via contrastive learning,2020, arXivpreprint arXiv:2007
 Challenging common assumptions in the unsupervised learning of dis-entangled representations,2019, In international conference on machine learning
 Density of states estimation for out-of-distribution detection,2020, arXivpreprint arXiv:2006
 One-class classifier networks for targetrecognition applications,1993, STIN
 Detecting out-of-distribution inputs to deep generative models using typicality,2019, arXiv preprint arXiv:1906
 Readingdigits in natural images with unsupervised feature learning,2011, 2011
 Image transformer,2018, Proceedings of Machine Learning Research
 A review of noveltydetection,2014, Signal Processing
 Likelihood ratios for out-of-distribution detection,2019, In Advances inNeural Information Processing Systems
 Variational inference with normalizing flows,2015, In Proceedingsof Machine Learning Research
 Stochastic backpropagation andapproximate inference in deep generative models,2014, In Proceedings of Machine Learning Research
 Remarks on a multivariate transformation,1952, The annals of mathematical statistics
 Same same but differnet: Semi-superviseddefect detection with normalizing flows,2020, arXiv preprint arXiv:2008
 Understanding anomalydetection with deep invertible networks through hierarchies of distributions and features,2020, arXivpreprint arXiv:2006
 Intriguing properties of neural networks,2013, arXiv preprint arXiv:1312
 A note on the evaluation of generativemodels,2016, In ICLR’2016 arXiv:1511
 A deep and tractable density estimator,2014, InInternational Conference on Machine Learning
 Nvae: A deep hierarchical variational autoencoder,2020, arXiv preprintarXiv:2007
 Conditionalimage generation with pixelcnn decoders,2016, In Advances in Neural Information Processing Systems
 Contrastivetraining for improved out-of-distribution detection,2020, arXiv preprint arXiv:2007
 Hybrid models for open set recognition,2020, arXivpreprint arXiv:2003
 Curiosity-driven experience prioritization via density estimation,2019, arXivpreprint arXiv:1902
