title,year,conference
 Interpretable adversarial training for text,2019, CoRR
 Black-box generation of adversarial textsequences to evade deep learning classifiers,2018, 2018 IEEE Security and Privacy Workshops (SPW)
 Adversarial texts with gradientmethods,2018, 2018
 Is BERT really robust? naturallanguage attack on text classification and entailment,2019, CoRR
 Representation of linguistic form and functionin recurrent neural networks,2017, Computational Linguistics
 Understanding neural networks through representationerasure,2016, CoRR
 Learning word vectors for sentiment analysis,2011, In Proceedings of the 49th Annual Meetingof the Association for Computational Linguistics: Human Language Technologies
 Comparing automatic and human evaluation of local explanations for text classifi-cation,2018, In Proceedings of the 2018 Conference of the North American Chapter of the Associationfor Computational Linguistics: Human Language Technologies
 Association for Computational Linguistics,1097, doi:10
 Transferability in machine learning:from phenomena to black-box attacks using adversarial samples,2016, CoRR
 Towards crafting text adversarial samples,2017, CoRR
 On the interpretation of convolutional neural networks for text clas-Sification,2020, In Giuseppe De Giacomo
 Greedy attackand gumbel attack: Generating adversarial examples for discrete data,2018, CoRR
