title,year,conference
 Practical Bayesian optimization for model fitting with Bayesian adaptivedirect search,2017, In Advances in Neural Information Processing Systems
 Bayesian optimization of composite functions,2019, arXiv preprintarXiv:1906
 A supermartingale approach to Gaussianprocess based sequential design of experiments,2019, Bernoulli
 Parallel Gaussian processoptimization with upper confidence bound and pure exploration,2013, In Joint European Conferenceon Machine Learning and Knowledge Discovery in Databases
 The reproducing kernel Hilbert space structure of the sample paths ofa Gaussianprocess,1973, Probability Theory and Related Fields
 A tutorial on Bayesian optimization,2018, arXiv preprint arXiv:1807
 Bayesian optimization for materials design,2016, In Information Sciencefor Materials Discovery and Design
 Phoenics: A Bayesianoptimizer for chemistry,2018, ACS Central Science
 Predictive entropysearch for efficient global optimization of black-box functions,2014, In Advances in Neural InformationProcessing Systems
 Fast Bayesianoptimization of machine learning hyperparameters on large datasets,2017, In Artificial Intelligence andStatistics
 Virtual vs,2017, real: Trading off simulations and physical experimentsin reinforcement learning with Bayesian optimization
 The application of Bayesian methods forseeking the extremum,1978, Towards Global Optimization
 Quantile-based optimizationof noisy computer experiments with tunable precision,2013, Technometrics
 Random features for large-scale kernel machines,2008, In Advances inNeural Information Processing Systems
 Gaussian Processes for Machine Learning,2006, MIT Press
 On the convergence rates of expected improvement methods,2016, Operations Research
 An entropy search portfolio for Bayesian optimization,2014, Stat
 Taking thehuman out of the loop: A review of Bayesian optimization,2016, Proceedings of the IEEE
 Gaussian process op-timization in the bandit setting: No regret and experimental design,2010, In the 27th InternationalConference on Machine Learning
 Convergence types and rates in generic Karhunen-Loeve expansions with applica-tions to sample path properties,2019, Potential Analysis
 Weak Convergence and Empirical Processes,1996, Springer
 Bayesian optimization withgradients,2017, In Advances in Neural Information Processing Systems
 Supremum norm posterior contraction and crediblesets for nonparametric multivariate regression,2016, The Annals of Statistics
