title,year,conference
 Collaborative hyperparametertuning,2013, In International conference on machine learning
 Ranking learning algorithms: Using ibland meta-learning on accuracy and time results,2003, Machine Learning
 Towards a neural statistician,2016, arXiv preprint arXiv:1606
 Batch normalization: Accelerating deep network training byreducing internal covariate shift,2015, arXiv preprint arXiv:1502
 Dataset2vec: Learning dataset meta-features,2019, arXiv preprint arXiv:1905
 Adam: A method for stochastic optimization,2015, In ICLR
 Self-normalizingneural networks,2017, In Advances in neural information processing systems
 Set trans-former: A framework for attention-based permutation-invariant neural networks,2019, In InternationalConference on Machine Learning
 Predicting relative performance of classifiers from samples,2005, InProceedings of the 22nd international conference on Machine learning
 Visualizing high-dimensional data: Advances in the past decade,2016, IEEE transactions on visualization and computergraphics
 On Bayesian methods for seeking the extremum,1975, In Optimization techniques IFIPtechnical conference
 Scalable hyperpa-rameter transfer learning,2018, In Advances in Neural Information Processing Systems
 Gaussian Processes in machine learning,2003, In Summer School on MachineLearning
 Scalable hyperparameter optimizationwith products of Gaussian process experts,2016, In Joint European conference on machine learning andknowledge discovery in databases
 Practical Bayesian optimization of machinelearning algorithms,2012, In Advances in neural information processing systems
 Meta-learning: A survey,2018, arXiv preprint arXiv:1810
 Meta-Iearningacquisition functions for Bayesian optimization,2019, arXiv preprint arXiv:1904
 Practical and sample efficientzero-shot hpo,2020, arXiv preprint arXiv:2007
 Learning hyperparameter optimizationinitializations,2015, In 2015 IEEE international conference on data science and advanced analytics(DSAA)
 Sequential model-free hyperparametertuning,2015, In 2015 IEEE international conference on data mining
 Two-stage transfer surrogate modelfor automatic hyperparameter optimization,2016, In Joint European conference on machine learningand knowledge discovery in databases
 Scalable Gaussian process-basedtransfer surrogates for hyperparameter optimization,2018, Machine Learning
 Wide residual networks,2016, arXiv preprint arXiv:1605
