title,year,conference
 Sparse linear networks with a fixed butterfly structure:Theory and practice,2020, arXiv
 Butterfly transform:An efficient FFT based neural architecture design,2020, In Proceedings of the IEEE Conference onConference on Computer Vision and Pattern Recognition
 Spherical CNNs,2018, In Proceedingsof the 6th International Conference on Learning Representations
 NAS-Bench-201: Extending the scope of reproducible neural archi-tecture search,2020, In Proceedings of the 8th International Conference on Learning Representations
 Meta-learning of neuralarchitectures for few-shot learning,2019, arXiv
 Batch normalization: Accelerating deep network training byreducing internal covariate shift,2015, In Proceedings of the 32nd International Conference on MachineLearning
 Convolutional neural networks for sentence classification,2014, In Proceedings of the 2014Conference on Empirical Methods in Natural Language Processing
 Adam: A method for stochastic optimization,2015, In Proceedingsof the 3rd International Conference on Learning Representations
 Object recognition with gradient-based learning,1999, In Shape
 Random search and reproducibility for neural architecture search,2019, InProceedings of the Conference on Uncertainty in Artificial Intelligence
 Geometry-aware gradientalgorithms for neural architecture search,2020, arXiv
 DARTS: Differentiable architecture search,2019, InProceedings of the 7th International Conference on Learning Representations
 Fast neural architecture search of com-pact semantic segmentation models via auxiliary cells,2019, In Proceedings of the IEEE Conferenceon Computer Vision and Pattern Recognition
 Towards learning convolutions from scratch,2020, arXiv
 Efficient neural architecturesearch via parameter sharing,2018, In Proceedings of the 35th International Conference on MachineLearning
 AutoML-Zero: Evolving machine learn-ing algorithms from scratch,2020, In Proceedings of the 37th International Conference on MachineLearning
 Understanding Machine Learning: From Theory toAlgorithms,2014, Cambridge University Press
 Textnas: A neural architecture search space tailored for textrepresentation,2020, In Proceedings of the 34th AAAI Conference on Artificial Intelligence
 PC-DARTS: Partial channel connections for memory-efficient architecture search,2020, In Proceedings ofthe 8th International Conference on Learning Representations
 NAS-Bench-1Shot1: Benchmarking and dissecting one-shot neural architecture search,2020, In Proceedings of the 8th International Conference on LearningRepresentations
 Character-level convolutional networks for text clas-sification,2015, In Advances in Neural Information Processing Systems
