title,year,conference
 On pixel-wise explanations for non-linear classifier decisions by layer-wiserelevance propagation,2015, PLOS ONE
 Operations for learning with graphical models,1994, J
 On the global convergence of gradient descent for over-parameterized models using optimal transport,2018, In NeurIPS
 Learning phrase representations using RNN encoder-decoderfor statistical machine translation,2014, In EMNLP
 BERT: Pre-training of deepbidirectional transformers for language understanding,2019, In NAACL
 Visualizing higher-layerfeatures of a deep network,2009, 2009
 GAN and VAE from an optimal transport point ofview,2017, arXiv preprint arXiv:1706
 Generative adversarial networks,2014, In NIPS
 Explaining and harnessing adversarialexamples,2015, In ICLR
 Deep Learning,2016, MIT Press
 Deep residual learning for image recognition,2016, In CVPR
 Identity mappings in deep residualnetworks,2016, In ECCV
 A fast learning algorithm for deep beliefnets,2006, Neural Comput
 Long short-term memory,1997, Neural Comput
 Batch normalization: Accelerating deeP network training byreducing internal covariate shift,2015, In ICML
 Neural tangent kernel: Convergence and gen-eralization in neural networks,2018, In NeurIPS
 Categorical reParameterization with gumbel-softmax,2017, InICLR
 Auto-encoding variational bayes,2014, In ICLR
 Probabilistic Graphical Models: Principles and Techniques,2009, MITPress
 ImageNet classification with deeP convolutionalneural networks,2012, In NIPS
 Learning multiPle layers of features from tiny images,2009, Technical rePort
 Gradient-based learning aPPlied to document recog-nition,1998, Proceedings of the IEEE
 DeeP neural networks as gaussian Processes,2018, In ICLR
 Fully convolutional networks for semanticsegmentation,2015, In CVPR
 Mean-field theory of two-layers neuralnetworks: dimension-free bounds and kernel limit,2019, Proceedings of Machine Learning Research
 Connectionist learning of belief networks,1992, AI
 Synthesizing thepreferred inputs for neurons in neural networks via deep generator networks,2016, In NIPS
 Sum-product networks: A new deep architecture,2011, In UAI
 An efficient learning procedure for deep boltzmannmachines,2012, Neural Comput
 Probabilistic discriminative learningwith layered graphical models,2019, CoRR
 Mastering the game ofGo withdeep neural networks and tree search,2016, Nature
 Going deeper with convolutions,2015, In CVPR
 Learning stochastic feedforward neural networks,2013, InAdvances in Neural Information Processing Systems
 Attention is all you need,2017, In NIPS
 Fashion-mnist: a novel image dataset for benchmark-ing machine learning algorithms,2017, CoRR
 Visualizing and understanding convolutional networks,2014, InECCV
 Conditional random fields as recurrent neuralnetworks,2015, In ICCV
