title,year,conference
 Autonomous navigation of generic monocular quadcopter in natural envi-ronment,2015, In ICRA
 Estimating depth from monocular images as classification using deepfully convolutional residual networks,2017, CSVT
 Pyramid stereo matching network,2018, In CVPR
 Depth map prediction from a single image usinga multi-scale deep network,2014, In Neural Information Processing Systems
 Fast stereo disparity maps refinement by fusion of data-based and model-based estimations,2019, In 3DV
 Deep ordinal regression network for monocular depth estimation,2018, In CVPR
 UnsUPervised monocular depth estima-tion with left-right consistency,2017, In Proceedings of the IEEE Conference on Computer Vision andPattern Recognition
 Digging into self-supervised monocular depth estimation,2019, In CVPR
 Learning to discover cross-domain relations with generative adversarialnetworks,2017, In ICML
 Imagenet classification with deep convolutional neural networks,2012, InNeurIPS
 Monocular depth estimation using relative depth maps,2019, In CVPR
 Deep convolutional neural fields for depth estimationfrom a single image,2015, In IEEE Conference on Computer Vision and Pattern Recognition
 Learning depth from single monoc-ular images using deep convolutional neural fields,2016, IEEE Transactions on Pattern AnalysisandMachine Intelligence
 Every pixel counts++: Joint learning of geometry and motion with 3d holisticunderstanding,2019, TPAMI
 Unsupervised learning of depth and ego-motion from monocular video using 3d geometric constraints,2018, In IEEE Conference on ComputerVision and Pattern Recognition
 Object scene flow for autonomous vehicles,2015, In CVPR
 Temporally consistence depth estimation from stereo video sequences,2015, InPRCM
 Sdnet: Semantically guided depth estimationnetwork,2019, In GCPR
 Unsupervised adversarial depth estimation using cycled generative net-works,2018, In 3DV
 Learning monocular depth estimation with unsupervised trinocular assump-tions,2018, In 3DV
 Geometry meets semantics for semi-supervised monocular depthestimation,2018, In ACCV
 Learning 3-d scene structure from a single stillimage,2007, In ICCV
 Multi-viewto novel view: Synthesizing novel views with self-learned confidence,2018, In Proceedings of theEuropean Conference on Computer Vision (ECCV)
 Learning confidence measures in the wild,2017, In BMVC
 Driv-ingstereo: A large-scale dataset for stereo matching in autonomous driving scenarios,2019, In IEEEConference on Computer Vision and Pattern Recognition (CVPR)
 Dualgan: Unsupervised dual learning for image-to-image translation,2017, In ICCV
 Unsupervised learning of monocular depth estimation and visual odom-etry with deep feature reconstruction,2018, In CVPR
 View synthesisby appearance flow,2016, In European conference on computer vision
 Unsupervised learning of depthand ego-motion from video,2017, In IEEE Conference on Computer Vision and Pattern Recognition
 Unpaired image-to-image translation using cycle-consistent adversarial net-works,2017, In ICCV
 Df-net: Unsupervised joint learning of depth and flow using cross-taskconsistency,2018, In ECCV
 The berhu penalty and the grouped effect,2012, arXivpreprint arXiv:1207
