title,year,conference
 Enriching word vectors withsubword information,2017, Transactions ofthe Associationfor Computational Linguistics
 Probing the need for Vi-sual context in multimodal machine translation,2019, In Proceedings of the 2019 Conference of theNorth American Chapter of the Association for Computational Linguistics: Human LanguageTechnologies (NAACL HLT)
 DeeP residual learning for image recog-nition,2016, In 2016 IEEE Conference on Computer Vision and Pattern Recognition (CVPR)
 Training Products of exPerts by minimizing contrastive divergence,2002, NeuralComputation
 Adam: A method for stochastic oPtimization,2015, In InternationalConference on Learning Representations (ICLR)
 Semi-suPervisedlearning with deeP generative models,2014, In Advances in Neural Information Processing Systems(NeurIPS)
 Gradient-based learning applied todocument recognition,1998, Proceedings of the IEEE
 Visual dialogue with-out vision or dialogue,2018, In NeurIPS Workshop on Critiquing and Correcting Trends in MachineLearning
 Readingdigits in natural images with unsupervised feature learning,2011, In NIPS Workshop on Deep Learningand Unsupervised Feature Learning 2011
 Mul-timodal deep learning,2011, In Proceedings of the 28th International Conference on InternationalConference on Machine Learning (ICML)
 Variational mixture-of-experts autoencodersfor multi-modal deep generative models,2019, In Advances in Neural Information Processing Systems(NeurIPS)
 Learning structured output representation using deepconditional generative models,2015, In Advances in Neural Information Processing Systems (NeurIPS)
 Joint Multimodal Learning with DeepGenerative Models,2017, In International Conference on Learning Representations Workshop (ICLR)Workshop Track
 Product of experts,2007, Scholarpedia
 Bridged vari-ational autoencoders for joint modeling of images and attributes,2020, 2020 IEEE Winter Conferenceon Applications of Computer Vision (WACV)
