title,year,conference
 Simulation as an engine of physicalscene understanding,2013, Proceedings of the National Academy of Sciences
 In D,2016, D
 An object-oriented representation for efficientreinforcement learning,2008, In ICML
 GENESIS: GenerativeScene Inference and Sampling of Object-Centric Latent Representations,2020, International Conferenceon Learning Representations (ICLR)
 Value-Aware Loss Function forModel-based Reinforcement Learning,2017, volume 54 of Proceedings of Machine Learning Research
 Deep visual foresight for planning robot motion,2017, In Robotics andAutomation (ICRA)
 A theory of cortical responses,2005, Philosophical Transactions of the Royal Society ofLondon B: Biological Sciences
 Towards deep symbolic reinforcementlearning,2016, arXiv preprint arXiv:1609
 Unsupervised video object segmentation for deepreinforcement learning,2018, In NIPS
 Neural expectation maximization,2017, InNIPS
 Multi-object representationlearning with iterative variational inference,2019, In ICML
 Continuous deep q-learning withmodel-based acceleration,2016, In ICML
 Recurrent world models facilitate policy evolution,2018, In NIPS
 Soft actor-critic: Off-policymaximum entropy deep reinforcement learning with a stochastic actor,2018, volume 80 of ProceedingsOfMachine Learning Research
 Actionand perception as divergence minimization,2020, arXiv preprint arXiv:2009
 Deep variationalreinforcement learning for POMDPs,2018, In ICML
 Planning and acting in partiallyobservable stochastic domains,1998, Artificial intelligence
 Schema networks: Zero-shottransfer with a generative causal model of intuitive physics,2017, In Doina Precup and Yee Whye Teh
 Optimal control as a graphical model inferenceproblem,2009, Machine learning
 The origins of order: Self-organization and selection in evolution,1993, OUP USA
 Strategic object oriented reinforce-ment learning,2018, arXiv preprint arXiv:1806
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Unsupervised learning of object keypoints for perception andcontrol,2019, arXiv preprint arXiv:1906
 Human-level concept learningthrough probabilistic program induction,2015, Science
 Buildingmachines that learn and think like people,2017, Behavioral and Brain Sciences
 Hierarchical bayesian inference in the visual cortex,2003, JOSA A
 Stochastic latent actor-critic:Deep reinforcement learning with a latent variable model,2019, arXiv preprint arXiv:1907
 Playing atari with deep reinforcement learning,2013, arXiv preprintarXiv:1312
 Asynchronous methods for deep reinforcementlearning,2016, In ICML
 Making sense of reinforcement learningand probabilistic inference,2020, In International Conference on Learning Representations
 Value prediction network,2017, In I
 Meta-learning ofsequential strategies,2019, ArXiv
 Generalised free energy and active inference,2019, Biological cybernetics
 Approximate inference and stochasticoptimal control,2010, arXiv preprint arXiv:1009
 Learning factorial codes by predictability minimization,1992, Neural Computation
 Learning to predict by the methods of temporal differences,1988, Machine Learning
 Variational inferencefor data-efficient model learning in pomdps,2018, arXiv preprint arXiv:1805
 Relational neuralexpectation maximization: Unsupervised discovery of objects and their interactions,2018, In ICLR
 Entity abstraction in visual model-based reinforcementlearning,2020, In Leslie Pack Kaelbling
 Embed to control:A locally linear latent dynamics model for control from raw images,2015, In Advances in neuralinformation processing systems
 On the convergence properties of the em algorithm,1983, The Annals of statistics
 Exploration entropy for reinforcementlearning,2020, Mathematical Problems in Engineering
 Relationaldeep reinforcement learning,2018, CoRR
 Object-oriented dynamics predictor,2018, In NIPS
