title,year,conference
 Natasha 2: Faster non-convex optimization than sgd,2018, In Advances inneural information processing systems
 Subspaceembedding and linear regression with orlicz norm,2018, In ICML
 On a modification of chebyshev’s inequality and of the error formula oflaplace,1924, Ann
 Optimal cur matrix decompositions,2014, In Proceedingsof the 46th Annual ACM Symposium on Theory of Computing (STOC)
 Optimal principal componentanalysis in distributed and streaming models,2016, In Proceedings of the 48th Annual ACMSIGACT Symposium on Theory of Computing (STOC)
 Stable signal recovery from incom-plete and inaccurate measurements,2006, Communications on pure and applied mathematics
 Finding frequent items in datastreams,2002, In Automata
 A measure of asymptotic efficiency for tests of a hypothesis based on thesum of observations,1952, The Annals of Mathematical Statistics
 Low rank approximation and regression ininput sparsity time,2013, In Symposium on Theory of Computing Conference
 Input sparsity and hardness for robust subspaceapproximation,2015, In IEEE 56th Annual Symposium on Foundations of Computer Science(FOCS)
 Dimensionality reduction fortukey regression,2019, In ICML
 A near-optimal algorithmfor approximating the john ellipsoid,2019, In COLT
 Solving linear programs in the currentmatrix multiplication time,2019, In Proceedings of the 51st Annual ACM Symposium on Theoryof Computing (STOC)
 Sketching for kronecker productregression and p-splines,2018, In AISTATS
 Total least squares regression ininput sparsity time,2019, In Advances in Neural Information Processing Systems (NeurIPS)
 Compressed sensing,2006, IEEE Trans
 The best constants in the khintchine inequality,1981, Studia Mathematica
 A bound on tail probabilities for quadratic formsin independent random variables,1971, The Annals of Mathematical Statistics
 Sample-optimal low-rankapproximation of distance matrices,2019, In COLT
 On the local minima of the empiricalrisk,2018, In Advances in neural information processing systems
 Accelerating stochastic gradient descent using predictivevariance reduction,2013, In Advances in neural information processing systems
 Extensions of lipschitz mappings into a hilbertspace,1984, Contemporary mathematics
 Polynomial algorithms in linear programming,1980, USSR ComputationalMathematics and Mathematical Physics
 Ujber dyadische brUche,1923, Mathematische Zeitschrift
 How good is the simplex algorithm,1972, Inequalities
 Adaptive estimation of a quadratic functional bymodel selection,2000, Annals of Statistics
 Solving empirical risk minimization in the currentmatrix multiplication time,2019, In COLT
 Near optimal sketching of low-rank tensorregression,2017, In Advances in Neural Information Processing Systems (NeurIPS)
 Nearly linear row sampling algorithmfor quantile regression,2020, In ICML
 Faster ridge regressionvia the subsampled randomized hadamard transform,2013, In Advances in neural informationprocessing systems
 Pattern recognition via linearprogramming: Theory and application to medical diagnosis,1990, 1990
 Breast cancer diagnosis andprognosis via linear programming,1995, Operations Research
 Osnap: Faster numerical linear algebra algorithms viasparser subspace embeddings,2013, In 2013 IEEE 54th Annual Symposium on Foundationsof Computer Science (FOCS)
 Weighted low rank approximationswith provable guarantees,2016, In Proceedings of the 48th Annual Symposium on the Theory ofComputing (STOC)
 Hanson-wright inequality and sub-gaussian concen-tration,2013, Electronic Communications in Probability
 Linear and integer optimization: theory and practice,2015, CRCPress
 Sublinear time orthogonal tensor decom-position,2016, In Advances in Neural Information Processing Systems 29: Annual Conferenceon Neural Information Processing Systems (NIPS) 2016
 Efficient symmetricnorm regression via linear sketching,2019, In Advances in Neural Information Processing Systems(NeurIPS)
 Speeding-up linear programming using fast matrix multiplication,1989, InFOCS
 Linear programming,2015, Springer
 Principles of risk minimization for learning theory,1992, In Advances in neuralinformation processing systems
 Fast andguaranteed tensor decomposition via sketching,2015, In Advances in Neural InformationProcessing Systems (NIPS)
 Towards fast computation of certified robustness forrelu networks,2018, In ICML
 Provable defenses against adversarial examples via the convexouter adversarial polytope,2018, In ICML
 Sketching as a tool for numerical linear algebra,2014, Foundations and Trendsin Theoretical Computer Science
