title,year,conference
 In Advances in Neural InformationProcessing Systems,2016, 2016
 A distributional perspective on reinforcementlearning,2017, In Proceedings of the International Conference on Machine Learning
 Intrinsically motivated reinforce-ment learning,2005, In Advances in Neural Information Processing Systems
 Noisy networks for exploration,2018, In International Conference onLearning Representations
 Reinforcement learning withdeep energy-based policies,2017, In Proceedings of the International Conference on Machine Learning
 Deep reinforcement learning with double q-learning,2016, In Proceedings of the AAAI Conference on Artificial Intelligence
 Provably efficient maximum entropyexploration,2019, In International Conference on Learning Representations
 Reinforcement learning: Asurvey,1996, J
 Bandit based monte-carlo planning,2006, Machine Learning:ECML
 Information-directed exploration for deep reinforcement learning,2019, In International Conference on LearningRepresentations
 Deep exploration viabootstrapped dqn,2016, In Advances in Neural Information Processing Systems
 Count-based explo-ration with neural density models,2017, In Proceedings of the International Conference on MachineLearning
 Curiosity-driven exploration byself-supervised prediction,2017, In Proceedings of the International Conference on Machine Learning
 Reinforcement Learning: An Introduction,0262, A BradfordBook
