title,year,conference
 Uncertainty in the variational informationbottleneck,2018, arXiv preprint arXiv:1807
 Generative ensembles for robust anomaly detection,2018, 2018
 A continual learning survey: Defying forgetting in classificationtasks,2020, arXiv preprint arXiv:1909
 Learning confidence for out-of-distribution detection inneural networks,2018, arXiv preprint arXiv:1802
 Anomaly detection over noisy data using learned probability distributions,2000, 2000
 An empirical investi-gation of catastrophic forgetting in gradient-based neural networks,2013, arXiv preprint arXiv:1312
 Deep residual learning for imagerecognition,2016, In Proceedings of the IEEE conference on computer vision and pattern recognition
 A baseline for detecting misclassified and out-of-distributionexamples in neural networks,2016, arXiv preprint arXiv:1610
 Deep anomaly detection with outlierexposure,2018, arXiv preprint arXiv:1812
 Deep generative dual memory network for continuallearning,2017, arXiv preprint arXiv:1710
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Overcomingcatastrophic forgetting in neural networks,2017, Proceedings of the national academy of sciences
 Novelty detection with gan,2018, arXiv preprint arXiv:1802
 Learning multiple layers of features from tiny images,2009, 2009
 A neural dirichlet process mixture modelfor task-free continual learning,2020, arXiv preprint arXiv:2001
 Enhancing the reliability of out-of-distributionimage detection in neural networks,2017, arXiv preprint arXiv:1706
 Gradient episodic memory for continual learning,2017, InAdvances in Neural Information Processing Systems
 Readingdigits in natural images with unsupervised feature learning,2011, 2011
 Continuallifelong learning with neural networks: A review,2019, Neural Networks
 icarl:Incremental classifier and representation learning,2017, In Proceedings of the IEEE conference onComputer Vision and Pattern Recognition
 Experiencereplay for continual learning,2019, In Advances in Neural Information Processing Systems
 Adversariallylearned one-class classifier for novelty detection,2018, In Proceedings of the IEEE Conference onComputer Vision and Pattern Recognition
 Zero-shot out-of-distribution detection with featurecorrelations,2019, 2019
 Towardopen set recognition,2012, IEEE transactions on pattern analysis and machine intelligence
 Inputcomplexity and out-of-distribution detection with likelihood-based generative models,2019, arXivpreprint arXiv:1909
 Continual learning with deep generativereplay,2017, In Advances in Neural Information Processing Systems
 Incremental object learning from contiguous views,2019, InProceedings ofthe IEEE Conference on Computer Vision and Pattern Recognition
 Memory replaygans: Learning to generate new categories without forgetting,2018, In Advances In Neural InformationProcessing Systems
 On-line unsupervised outlierdetection using finite mixtures with discounting learning algorithms,2004, Data Mining and KnowledgeDiscovery
 Lifelong learning with dynamicallyexpandable networks,2017, arXiv preprint arXiv:1708
