title,year,conference
 Knowledgedistillation from internal representations,2020, In AAAI
 Representation learning: A review and newperspectives,2013, IEEE transactions on pattern analysis and machine intelligence
 Net2net: Accelerating learning via knowledgetransfer,2015, arXiv preprint arXiv:1511
 ImageNet: A Large-Scale HierarchicalImage Database,2009, In CVPR09
 Fast r-cnn,2015, In Proceedings of the IEEE international conference on computer vision
 Rich feature hierarchies for ac-curate object detection and semantic segmentation,2014, In Proceedings of the IEEE conference oncomputer vision and pattern recognition
 Single path one-shot neural architecture search with uniform sampling,2019, arXiv preprintarXiv:1904
 Mask r-cnn,2017, In Proceedings oftheIEEE international conference on computer vision
 Channel pruning for accelerating very deep neural net-works,2017, In Proceedings ofthe IEEE International Conference on Computer Vision
 Distilling the knowledge in a neural network,2015, arXivpreprint arXiv:1503
 Distributed representations,1984, 1984
 Densely connectedconvolutional networks,2017, In Proceedings of the IEEE conference on computer vision and patternrecognition
 Imagenet classification with deep convo-lutional neural networks,2012, In Advances in neural information processing systems
 M2m-gan: Many-to-many gen-erative adversarial transfer learning for person re-identification,2018, arXiv preprint arXiv:1811
 FUlly convolUtional networks for semanticsegmentation,2015, In Proceedings of the IEEE conference on computer vision and pattern recognition
 AUtofocUs: Efficient mUlti-scale inference,2019, InProceedings of the IEEE International Conference on Computer Vision
 Faster r-cnn: Towards real-time objectdetection with region proposal networks,2015, In Advances in neural information processing systems
 Very deep convolUtional networks for large-scale imagerecognition,2014, arXiv preprint arXiv:1409
 Sniper: Efficient mUlti-scale training,2018, In Advancesin neural information processing systems
 Going deeper with convolUtions,2015, InProceedings of the IEEE conference on computer vision and pattern recognition
 Efficientnet: Rethinking model scaling for convolUtional neUralnetworks,2019, arXiv preprint arXiv:1905
 Deep growing learning,2017, InProceedings of the IEEE International Conference on Computer Vision
 Weakly sU-pervised person re-id: Differentiable graphical learning and a new benchmark,2019, arXiv preprintarXiv:1904
 Knowledge distillation and stUdent-teacher learning for visUal intelli-gence: A review and new oUtlooks,2020, arXiv preprint arXiv:2004
 Network morphism,2016, In InternationalConference on Machine Learning
 Scalable person re-identification: Abenchmark,2015, In ICCV
 Unlabeled samples generated by gan improve the person re-identification baseline in vitro,2017, In ICCV
