title,year,conference
 Skip rnn:Learning to skip state updates in recurrent neural networks,2018, International Conference on LearningRepresentations
 Brits: Bidirectional recurrentimputation for time series,2018, In Advances in Neural Information Processing Systems
 Recurrent neuralnetworks for multivariate time series with missing values,2018, Scientific reports
 Neural ordinarydifferential equations,2018, In Advances in neural information processing systems
 Empirical evaluation ofgated recurrent neural networks on sequence modeling,2014, In NIPS 2014 Workshop on Deep Learning
 Infobot: Transfer and exploration via the information bottle-neck,2019, International Conference on Learning Representations
 Recurrent independent mechanisms,2019, arXiv preprint arXiv:1909
 Neural turing machines,2014, arXiv preprintarXiv:1410
 Temporaldifference variational auto-encoder,2018, In International Conference on Learning Representations
 Long short-term memory,1997, Neural computation
 Time-agnostic prediction:Predicting predictable video frames,2019, International Conference on Learning Representations
 Variable computation inrecurrent neural networks,2016, arXiv preprint arXiv:1611
 A clockwork rnn,2014, InInternational Conference on Machine Learning
 Learning long-term dependencies in narxrecurrent neural networks,1996, IEEE Transactions on Neural Networks
 Character-based neural machinetranslation,2015, arXiv preprint arXiv:1511
 Directly modeling missing data in sequenceswith rnns: Improved classification of clinical time series,2016, In Machine Learning for HealthcareConference
 Automatic discovery of subgoals in reinforcement learningusing diverse density,2001, 2001
 Phased lstm: Accelerating recurrent networktraining for long or event-based sequences,2016, Advances in neural information processing systems
 Adaptive skipintervals: Temporal abstraction for recurrent dynamical models,2018, In Advances in Neural InformationProcessing Systems
 Gradient calculations for dynamic recurrent neural networks: A survey,1995, IEEETransactions on Neural networks
 Scalable and accurate deep learning with electronichealth records,2018, NPJ Digital Medicine
 Latent odes for irregularly-sampled timeseries,2019, Advances in Neural Information Processing Systems
 Learning options in reinforcement learning,2002, In InternationalSymposium on abstraction
 Embed to control:A locally linear latent dynamics model for control from raw images,2015, In Advances in neuralinformation processing systems
