title,year,conference
 Emergent tool use from multi-agent autocurricula,2019, arXiv preprint arXiv:1909
 Multi-agent reinforcement learning for networkedsystem control,2020, In International Conference on Learning Representations
 BERT: Pre-training of deepbidirectional transformers for language understanding,2018, arXiv preprint arXiv:1810
 Graph neuralnetworks for social recommendation,2019, In The World Wide Web Conference
 Learning tocommunicate with deep multi-agent reinforcement learning,2016, In Advances in neural informationprocessing systems
 Double Q-learning,2010, In J
 Graph convolutional reinforcementlearning,2020, In International Conference on Learning Representations
 Graph neural networks forparticle reconstruction in high energy physics detectors,2020, arXiv preprint arXiv:2003
 Deep implicitcoordination graphs for multi-agent reinforcement learning,2020, arXiv preprint arXiv:2006
 PIC: permutation invariant critic formulti-agent deep reinforcement learning,2020, In Conference on Robot Learning
 Multi-agentactor-critic for mixed cooperative-competitive environments,2017, In Advances in neural informationprocessing Systems
 Intelligent multi-agent system for rescue missions,2020, In AdvancedTechnologies in Robotics and Intelligent Systems
 Comparativeevaluation of multi-agent deep reinforcement learning algorithms,2020, arXiv preprint arXiv:2006
 QMIX: Monotonic value function factorisation for deep multi-agent reinforcementlearning,2018, In International Conference on Machine Learning
 The Star-Craft multi-agent challenge,2019, In Proceedings of the 18th International Conference on AutonomousAgents and MultiAgent Systems
 Thegraph neural network model,2008, IEEE Transactions on Neural Networks
 Value-decomposition networks for cooperative multi-agent learning based on team reward,2018, In AAMAS
 Multi-agent reinforcement learning: Independent vs,1993, cooperative agents
 Attention-based graph neuralnetwork for semi-supervised learning,2018, arXiv preprint arXiv:1803
 Attention is all you need,2017, In Advances in neural informationprocessing systems
 Graph attention networks,2017, arXiv preprint arXiv:1710
 A privacy preserving multiagent system for loadbalancing in the smart grid,2019, In Proceedings of the 18th International Conference on AutonomousAgents and MultiAgent Systems
 Relational deep reinforcementlearning,2018, arXiv preprint arXiv:1806
 Drone mapping through multi-agentreinforcement learning,2019, In 2019 IEEE Wireless Communications and Networking Conference(WCNC)
 Multi-agent tensor fusion for contextual trajectory prediction,2019, In Proceedingsofthe IEEE Conference on Computer Vision and Pattern Recognition
 Graph neural networks: A review of methods and applications,2018, arXiv preprintarXiv:1812
