title,year,conference
 Learning long-term dependencies with gradient descent isdifficult,1994, IEEE transactions on neural networks
 Correlated topic models,2006, Advances in neural information processing systems
 Topic models,2009, Text mining: classification
 One bil-lion word benchmark for measuring progress in statistical language modeling,2013, arXiv preprintarXiv:1312
 Semi-supervised sequence learning,2015, In Advances in Neural InformationProcessing Systems
 Long short-term memory,1997, Neural computation
 Document context language models,2015, arXivpreprint arXiv:1511
 An introduction to variational methodsfor graphical models,1999, Machine learning
 Exploring the limits of languagemodeling,2016, arXiv preprint arXiv:1602
 Adam: A method for stochastic optimization,2014, arXiv preprint arXiv:1412
 Auto-encoding variational bayes,2013, arXiv preprint arXiv:1312
 Distributed representations of sentences and documents,2014, In ICML
 Hierarchical recurrent neural network fordocument modeling,2015, In Proceedings of the 2015 Conference on Empirical Methods in NaturalLanguage Processing
 Building a large annotated corpus of english:The penn treebank,1993, Computational linguistics
 Neural variational inference for text processing,2015, arXiv preprintarXiv:1511
 Context dependent recurrent neural network language model,2012, In SLT
 Recurrent neural network basedlanguage model,2010, In Interspeech
 Extensions of recurrent neuralnetwork language model,2011, In 2011 IEEE International Conference on Acoustics
 Learning longer memory in recurrentneural networks,2014, arXiv preprint arXiv:1412
 Optimizing semantic co-herence in topic models,2011, In Proceedings of the Conference on Empirical Methods in NaturalLanguage Processing
 Adversarial training methods for semi-supervised textclassification,2016, stat
 Stochastic backpropagation and approximate infer-ence in deep generative models,2014, arXiv preprint arXiv:1401
 Training recurrent neural networks,2013, PhD thesis
 Topic modeling: beyond bag-of-words,2006, In Proceedings of the 23rd internationalconference on Machine learning
 Rethinking lda: Why priors matter,2009, In Advancesin neural information processing systems
