title,year,conference
 GSNs: generative stochastic networks,2016, Information and Inference
 Better mixing via deep represen-tations,2013, In Proceedings of the 30th International Conference on Machine Learning (ICML 2013)
 Deep generative stochasticnetworks trainable by backprop,2014, In Proceedings of the 31st International Conference on MachineLearning (ICML 2014)
 Quickly generating representative samplesfrom an rbm-derived process,2011, Neural Computation
 Nice: Non-linear independent components esti-mation,2014, arXiv preprint arXiv:1410
 Deep sparse rectifier neural networks,2011, InAistats
 Generative adversarial nets,2014, In Z
 The variational walkbackalgorithm,2017, Technical report
 Batch normalization: Accelerating deep network training byreducing internal covariate shift,2015, Proceedings of The 32nd International Conference on MachineLearning
 Auto-encoding variational bayes,2014, In Proceedings of the 2ndInternational Conference on Learning Representations (ICLR 2014)
 The neural autoregressive distribution estimator,2011, In AISTATS
 A note on the evaluation of generativemodels,2016, In Proceedings of the 4th International Conference on Learning Representations (ICLR2016)
 Variational inference with normalizing flows,2015, In Proceedingsofthe 32nd International Conference on Machine Learning (ICML 2015)
 A generative process for sam-pling contractive auto-encoders,2012, In Proceedings of the 29th International Conference on MachineLearning (ICML 2012)
 Deep boltzmann machines,2009, In AISTATS
 Markov chain monte carlo and variationalinference: Bridging the gap,2015, In Proceedings of The 32nd International Conference on MachineLearning
 Deep Unsuper-vised Learning using Nonequilibrium Thermodynamics,2015, In Proceedings ofthe 32nd InternationalConference on Machine Learning
 On the quantitative analysisof decoder-based generative models,2016, CoRR
